日付,場,レース,枠番,選手情報,当地勝率,当地2連対率,モーター2連対率,着順
2026-05-04,戸田,第8R,6号艇,5357 / B2 田中 瀬里奈 埼玉/北海道 21歳/52.6kg,33.76,50.32,52.6,-
2026-05-04,戸田,第9R,4号艇,3546 / B1 中里 昌志 埼玉/埼玉 57歳/52.0kg,38.61,50.63,52.0,-
2026-05-04,戸田,第9R,1号艇,3952 / A1 中澤 和志 埼玉/岩手 49歳/52.0kg,31.68,49.07,52.0,-
2026-05-04,戸田,第9R,5号艇,3629 / A2 浅見 昌克 埼玉/埼玉 56歳/52.0kg,35.71,57.79,52.0,-
2026-05-04,戸田,第9R,3号艇,4109 / A1 谷津 幸宏 埼玉/埼玉 46歳/52.0kg,39.63,53.66,52.0,-
2026-05-04,戸田,第10R,6号艇,5042 / A1 畑田 汰一 埼玉/東京 27歳/52.0kg,32.90,45.81,52.0,-
2026-05-04,戸田,第10R,2号艇,3412 / A2 鈴木 博 埼玉/埼玉 56歳/52.9kg,33.13,51.88,52.9,-
2026-05-04,戸田,第11R,5号艇,5112 / A1 砂長 知輝 埼玉/埼玉 26歳/52.1kg,30.82,42.14,52.1,-
2026-05-04,戸田,第11R,1号艇,3251 / A2 平石 和男 埼玉/埼玉 59歳/52.0kg,37.27,48.45,52.0,-
2026-05-04,戸田,第11R,4号艇,5167 / B1 小川 竜太朗 埼玉/埼玉 25歳/52.0kg,32.52,45.40,52.0,-
2026-05-04,戸田,第11R,2号艇,3596 / B1 河上 年昭 埼玉/岡山 56歳/52.2kg,40.38,59.62,52.2,-
2026-05-04,戸田,第12R,4号艇,5191 / A1 飛田 江己 埼玉/東京 24歳/52.0kg,29.41,43.79,52.0,-
2026-05-04,戸田,第12R,3号艇,4159 / A2 向後 龍一 埼玉/茨城 44歳/51.5kg,33.97,46.15,51.5,-
2026-05-04,戸田,第12R,1号艇,3664 / B1 鈴木 賢一 埼玉/埼玉 56歳/55.9kg,32.30,47.20,55.9,-
2026-05-04,平和島,第1R,4号艇,4110 / B1 小澤 和也 埼玉/埼玉 45歳/55.1kg,34.64,48.04,55.1,-
2026-05-04,平和島,第1R,1号艇,5175 / B2 島崎 丈一朗 東京/東京 22歳/52.1kg,37.06,58.82,52.1,-
2026-05-04,平和島,第1R,6号艇,4140 / A1 梶野 学志 東京/東京 45歳/52.3kg,37.79,48.84,52.3,-
2026-05-04,平和島,第1R,3号艇,5035 / B1 櫻井 優 埼玉/埼玉 28歳/52.7kg,35.39,51.12,52.7,-
2026-05-04,平和島,第2R,3号艇,5253 / B1 藤井 太雅 東京/東京 23歳/51.5kg,33.16,45.45,51.5,-
2026-05-04,平和島,第2R,6号艇,5047 / B1 國分 将太郎 東京/福島 32歳/52.9kg,41.44,60.22,52.9,-
2026-05-04,平和島,第2R,1号艇,4175 / B1 川尻 泰輔 埼玉/埼玉 43歳/55.7kg,31.82,47.16,55.7,-
2026-05-04,平和島,第2R,4号艇,4152 / B1 深水 慎一郎 東京/神奈川 45歳/54.1kg,29.94,47.13,54.1,-
2026-05-04,平和島,第3R,6号艇,4036 / A1 金田 諭 埼玉/埼玉 47歳/52.0kg,30.00,45.88,52.0,-
2026-05-04,平和島,第3R,5号艇,3583 / B1 齋藤 智裕 埼玉/東京 53歳/56.9kg,31.95,50.89,56.9,-
2026-05-04,平和島,第3R,2号艇,4203 / B1 小倉 康典 群馬/群馬 43歳/51.0kg,41.85,56.52,51.0,-
2026-05-04,平和島,第3R,3号艇,3993 / A2 永井 聖美 東京/愛知 47歳/45.0kg,35.29,54.01,45.0,-
2026-05-04,平和島,第4R,5号艇,3911 / A2 鈴木 猛 東京/東京 52歳/53.0kg,30.94,46.96,53.0,-
2026-05-04,平和島,第4R,6号艇,4274 / B1 長畑 友輔 東京/東京 43歳/52.0kg,36.78,54.02,52.0,-
2026-05-04,平和島,第4R,2号艇,4973 / A2 栗原 直也 埼玉/埼玉 33歳/52.0kg,36.90,54.01,52.0,-
2026-05-04,平和島,第5R,3号艇,4059 / A2 入澤 友治 東京/東京 47歳/52.7kg,36.36,54.55,52.7,-
2026-05-04,平和島,第5R,6号艇,5153 / B1 佐藤 ほのか 東京/東京 30歳/47.0kg,45.98,58.05,47.0,-
2026-05-04,平和島,第5R,2号艇,5365 / B1 石村 日奈那 東京/東京 24歳/47.0kg,30.43,45.65,47.0,-
2026-05-04,平和島,第6R,6号艇,4893 / B1 渡邉 真奈美 東京/千葉 35歳/46.5kg,35.29,53.48,46.5,-
2026-05-04,平和島,第6R,5号艇,3613 / A1 角谷 健吾 東京/東京 53歳/51.0kg,32.77,50.28,51.0,-
2026-05-04,平和島,第6R,4号艇,4540 / A2 相原 利章 東京/東京 38歳/52.0kg,35.87,50.54,52.0,-
2026-05-04,平和島,第7R,3号艇,3966 / A1 作間 章 東京/千葉 46歳/53.2kg,35.68,59.46,53.2,-
2026-05-04,平和島,第7R,1号艇,5035 / B1 櫻井 優 埼玉/埼玉 28歳/52.7kg,35.39,51.12,52.7,-
2026-05-04,平和島,第7R,5号艇,3826 / A2 村田 修次 東京/東京 52歳/52.1kg,34.29,54.29,52.1,-
2026-05-04,平和島,第7R,6号艇,4953 / A1 尾上 雅也 埼玉/埼玉 31歳/52.0kg,42.48,54.90,52.0,-
2026-05-04,平和島,第8R,5号艇,4152 / B1 深水 慎一郎 東京/神奈川 45歳/54.1kg,28.74,44.91,54.1,-
2026-05-04,平和島,第8R,1号艇,4110 / B1 小澤 和也 埼玉/埼玉 45歳/55.1kg,34.64,48.04,55.1,-
2026-05-04,平和島,第8R,4号艇,4414 / B1 大澤 真菜 東京/埼玉 39歳/45.5kg,36.31,51.96,45.5,-
2026-05-04,平和島,第8R,2号艇,5359 / B1 佐藤 世那 東京/宮城 20歳/53.6kg,31.06,49.69,53.6,-
2026-05-04,平和島,第9R,4号艇,4113 / B1 木村 浩士 群馬/群馬 45歳/55.1kg,42.35,60.00,55.1,-
2026-05-04,平和島,第9R,2号艇,5047 / B1 國分 将太郎 東京/福島 32歳/52.9kg,41.44,60.22,52.9,-
2026-05-04,平和島,第9R,1号艇,3641 / A2 一瀬 明 東京/神奈川 54歳/52.0kg,29.19,42.86,52.0,-
2026-05-04,平和島,第10R,6号艇,5175 / B2 島崎 丈一朗 東京/東京 22歳/52.1kg,37.06,58.82,52.1,-
2026-05-04,平和島,第10R,1号艇,4036 / A1 金田 諭 埼玉/埼玉 47歳/52.0kg,30.00,45.88,52.0,-
2026-05-04,平和島,第10R,5号艇,4702 / A1 三浦 敬太 東京/北海道 38歳/52.0kg,30.39,44.20,52.0,-
2026-05-04,平和島,第10R,3号艇,4103 / B1 山崎 善庸 埼玉/東京 46歳/52.3kg,38.30,53.72,52.3,-
2026-05-04,平和島,第11R,3号艇,4505 / A2 島田 賢人 埼玉/埼玉 38歳/52.5kg,44.85,61.86,52.5,-
2026-05-04,平和島,第11R,4号艇,3590 / A1 濱野谷 憲吾 東京/東京 52歳/54.2kg,38.55,52.51,54.2,-
2026-05-04,平和島,第11R,2号艇,4175 / B1 川尻 泰輔 埼玉/埼玉 43歳/55.7kg,31.82,47.16,55.7,-
2026-05-04,平和島,第12R,4号艇,4973 / A2 栗原 直也 埼玉/埼玉 33歳/52.0kg,36.90,54.01,52.0,-
2026-05-04,平和島,第12R,5号艇,3805 / A2 高橋 英之 東京/東京 51歳/52.1kg,35.05,54.12,52.1,-
2026-05-04,平和島,第12R,2号艇,3857 / B1 阿波 勝哉 東京/東京 53歳/55.0kg,37.72,53.89,55.0,-
2026-05-04,平和島,第12R,6号艇,4953 / A1 尾上 雅也 埼玉/埼玉 31歳/52.0kg,42.48,54.90,52.0,-
2026-05-04,浜名湖,第1R,2号艇,5076 / B1 石原 光 静岡/静岡 30歳/54.3kg,37.23,49.64,54.3,-
2026-05-04,浜名湖,第1R,6号艇,4131 / A2 原 豊土 静岡/愛知 45歳/55.3kg,44.53,56.93,55.3,-
2026-05-04,浜名湖,第1R,1号艇,5432 / B2 安藤 瑠希 静岡/静岡 21歳/52.4kg,37.78,54.81,52.4,-
2026-05-04,浜名湖,第2R,5号艇,4360 / B1 庄司 孝輔 静岡/静岡 41歳/52.1kg,39.37,55.12,52.1,-
2026-05-04,浜名湖,第2R,4号艇,3956 / A1 横澤 剛治 静岡/静岡 48歳/54.2kg,31.82,50.76,54.2,-
2026-05-04,浜名湖,第2R,6号艇,4033 / A1 伊藤 将吉 静岡/静岡 47歳/52.6kg,28.68,48.06,52.6,-
2026-05-04,浜名湖,第2R,2号艇,4793 / A2 金子 萌 静岡/静岡 36歳/51.5kg,43.38,58.09,51.5,-
2026-05-04,浜名湖,第2R,1号艇,3502 / B1 渡邉 英児 静岡/静岡 56歳/52.6kg,28.91,54.69,52.6,-
2026-05-04,浜名湖,第3R,3号艇,3489 / A2 大場 敏 静岡/静岡 59歳/52.9kg,33.33,50.72,52.9,-
2026-05-04,浜名湖,第3R,5号艇,4317 / B1 木村 紗友希 静岡/静岡 41歳/47.1kg,29.29,52.14,47.1,-
2026-05-04,浜名湖,第3R,4号艇,4207 / A2 松下 一也 静岡/静岡 43歳/53.1kg,38.06,54.48,53.1,-
2026-05-04,浜名湖,第4R,2号艇,3990 / B1 芹澤 克彦 静岡/静岡 47歳/52.1kg,39.55,59.70,52.1,-
2026-05-04,浜名湖,第4R,4号艇,4068 / B1 幸田 智裕 静岡/静岡 45歳/52.8kg,31.85,46.67,52.8,-
2026-05-04,浜名湖,第4R,6号艇,4740 / B1 齋藤 達希 静岡/静岡 34歳/53.4kg,37.86,48.57,53.4,-
2026-05-04,浜名湖,第4R,1号艇,4843 / B2 深尾 巴恵 静岡/群馬 33歳/47.0kg,39.10,59.40,47.0,-
2026-05-04,浜名湖,第5R,5号艇,3811 / A2 石田 章央 静岡/静岡 50歳/52.4kg,30.00,43.08,52.4,-
2026-05-04,浜名湖,第5R,3号艇,5316 / B1 村松 将平 静岡/静岡 25歳/52.0kg,38.73,59.15,52.0,-
2026-05-04,浜名湖,第5R,1号艇,3518 / B1 倉田 郁美 静岡/愛知 58歳/48.7kg,28.68,40.31,48.7,-
2026-05-04,浜名湖,第5R,2号艇,5434 / B2 藤田 康生 静岡/静岡 21歳/51.5kg,31.65,50.36,51.5,-
2026-05-04,浜名湖,第5R,6号艇,3960 / A1 菊地 孝平 静岡/岩手 47歳/52.4kg,38.46,50.00,52.4,-
2026-05-04,浜名湖,第6R,6号艇,5362 / B2 中嶋 世奈 静岡/北海道 19歳/48.3kg,28.93,43.80,48.3,-
2026-05-04,浜名湖,第6R,5号艇,3744 / A1 徳増 秀樹 静岡/静岡 51歳/52.9kg,29.77,47.33,52.9,-
2026-05-04,浜名湖,第6R,4号艇,3502 / B1 渡邉 英児 静岡/静岡 56歳/52.6kg,28.91,54.69,52.6,-
2026-05-04,浜名湖,第6R,2号艇,4058 / A2 野末 智一 静岡/静岡 47歳/51.0kg,36.88,46.10,51.0,-
2026-05-04,浜名湖,第6R,3号艇,4933 / A1 板橋 侑我 静岡/静岡 29歳/52.7kg,39.57,58.27,52.7,-
2026-05-04,浜名湖,第7R,3号艇,3987 / B1 後藤 正宗 静岡/静岡 48歳/53.2kg,35.07,51.49,53.2,-
2026-05-04,浜名湖,第7R,5号艇,4494 / A1 河合 佑樹 静岡/静岡 39歳/52.0kg,38.52,56.30,52.0,-
2026-05-04,浜名湖,第7R,6号艇,3474 / B1 松瀬 弘美 静岡/静岡 55歳/46.5kg,35.16,52.34,46.5,-
2026-05-04,浜名湖,第7R,2号艇,4342 / A1 谷野 錬志 静岡/静岡 41歳/52.1kg,38.73,61.97,52.1,-
2026-05-04,浜名湖,第8R,6号艇,5248 / B1 本田 愛 静岡/静岡 24歳/47.0kg,35.56,46.67,47.0,-
2026-05-04,浜名湖,第8R,3号艇,5294 / B1 豊田 祥生 静岡/静岡 24歳/51.0kg,35.20,52.80,51.0,-
2026-05-04,浜名湖,第8R,4号艇,4524 / A1 深谷 知博 静岡/静岡 38歳/52.0kg,29.71,42.75,52.0,-
2026-05-04,浜名湖,第8R,5号艇,5269 / B1 山口 晃朋 静岡/静岡 25歳/52.0kg,39.72,56.74,52.0,-
2026-05-04,浜名湖,第8R,1号艇,5076 / B1 石原 光 静岡/静岡 30歳/54.3kg,37.23,49.64,54.3,-
2026-05-04,浜名湖,第9R,4号艇,3422 / A1 服部 幸男 静岡/静岡 55歳/54.8kg,34.65,55.91,54.8,-
2026-05-04,浜名湖,第9R,5号艇,5432 / B2 安藤 瑠希 静岡/静岡 21歳/52.4kg,37.78,54.81,52.4,-
2026-05-04,浜名湖,第9R,6号艇,3995 / A1 重野 哲之 静岡/静岡 47歳/53.6kg,33.09,47.79,53.6,-
2026-05-04,浜名湖,第10R,5号艇,4317 / B1 木村 紗友希 静岡/静岡 41歳/47.1kg,29.29,52.14,47.1,-
2026-05-04,浜名湖,第10R,4号艇,5034 / A1 若林 義人 静岡/静岡 28歳/55.6kg,38.85,54.68,55.6,-
2026-05-04,浜名湖,第10R,2号艇,4793 / A2 金子 萌 静岡/静岡 36歳/51.5kg,43.38,58.09,51.5,-
2026-05-04,浜名湖,第10R,1号艇,4216 / B1 星 栄爾 静岡/福島 41歳/54.0kg,34.59,51.13,54.0,-
2026-05-04,浜名湖,第10R,6号艇,4131 / A2 原 豊土 静岡/愛知 45歳/55.0kg,44.53,56.93,55.0,-
2026-05-04,浜名湖,第11R,4号艇,4843 / B2 深尾 巴恵 静岡/群馬 33歳/47.0kg,39.10,59.40,47.0,-
2026-05-04,浜名湖,第11R,1号艇,3960 / A1 菊地 孝平 静岡/岩手 47歳/52.4kg,38.46,50.00,52.4,-
2026-05-04,浜名湖,第11R,5号艇,3909 / A1 佐々木 康幸 静岡/静岡 52歳/54.5kg,39.72,56.74,54.5,-
2026-05-04,浜名湖,第12R,5号艇,3959 / A1 坪井 康晴 静岡/静岡 48歳/52.2kg,40.58,63.04,52.2,-
2026-05-04,浜名湖,第12R,3号艇,4933 / A1 板橋 侑我 静岡/静岡 29歳/52.7kg,39.57,58.27,52.7,-
2026-05-04,浜名湖,第12R,1号艇,4342 / A1 谷野 錬志 静岡/静岡 41歳/52.1kg,38.73,61.97,52.1,-
2026-05-04,浜名湖,第12R,2号艇,4581 / A1 吉村 誠 静岡/静岡 36歳/52.0kg,32.37,47.48,52.0,-
2026-05-04,常滑,第1R,6号艇,3542 / B1 清水 紀克 愛知/愛知 57歳/55.3kg,31.63,47.91,55.3,-
2026-05-04,常滑,第1R,2号艇,4062 / B1 後藤 陽介 愛知/愛知 46歳/56.0kg,28.89,42.22,56.0,-
2026-05-04,常滑,第1R,4号艇,3981 / B1 今坂 晃広 静岡/静岡 48歳/53.9kg,34.33,49.25,53.9,-
2026-05-04,常滑,第1R,1号艇,4358 / B1 松本 庸平 三重/三重 41歳/51.5kg,33.70,47.51,51.5,-
2026-05-04,常滑,第2R,6号艇,4118 / A1 宇佐見 淳 愛知/愛知 45歳/52.0kg,37.04,53.70,52.0,-
2026-05-04,常滑,第2R,4号艇,4752 / B1 西尾 亮輔 愛知/愛知 38歳/52.0kg,33.68,48.95,52.0,-
2026-05-04,常滑,第2R,5号艇,5125 / A2 高井 雄基 愛知/愛知 29歳/53.2kg,35.55,59.72,53.2,-
2026-05-04,常滑,第3R,2号艇,4337 / A1 平本 真之 愛知/愛知 41歳/53.6kg,40.10,59.42,53.6,-
2026-05-04,常滑,第3R,5号艇,5110 / B1 杉山 喜一 静岡/静岡 26歳/52.0kg,34.59,52.97,52.0,-
2026-05-04,常滑,第3R,6号艇,5300 / B1 横田 海人 愛知/愛知 23歳/52.0kg,28.71,47.03,52.0,-
2026-05-04,常滑,第4R,5号艇,4215 / A2 吉島 祥之 愛知/愛知 41歳/53.1kg,35.71,50.00,53.1,-
2026-05-04,常滑,第4R,2号艇,3554 / A1 仲口 博崇 愛知/愛知 53歳/51.5kg,38.97,56.92,51.5,-
2026-05-04,常滑,第4R,4号艇,3929 / B1 杢野 誓良 愛知/愛知 50歳/51.5kg,35.05,49.48,51.5,-
2026-05-04,常滑,第4R,6号艇,5332 / B1 村松 遥輝 静岡/静岡 22歳/53.9kg,36.17,51.60,53.9,-
2026-05-04,常滑,第5R,3号艇,4570 / A1 前田 聖文 愛知/愛知 38歳/52.5kg,28.80,43.46,52.5,-
2026-05-04,常滑,第5R,1号艇,5178 / B1 成貞 琳平 愛知/岡山 29歳/52.9kg,35.29,48.66,52.9,-
2026-05-04,常滑,第5R,5号艇,5197 / A2 中野 仁照 愛知/愛知 24歳/53.1kg,27.57,44.32,53.1,-
2026-05-04,常滑,第5R,2号艇,3542 / B1 清水 紀克 愛知/愛知 57歳/55.3kg,31.63,47.91,55.3,-
2026-05-04,常滑,第6R,4号艇,3621 / B1 天野 晶夫 愛知/愛知 52歳/52.7kg,28.42,46.99,52.7,-
2026-05-04,常滑,第6R,6号艇,4461 / B1 安田 吉宏 三重/岐阜 40歳/56.5kg,37.21,57.21,56.5,-
2026-05-04,常滑,第6R,3号艇,5349 / B2 宮崎 奏磨 静岡/静岡 22歳/52.8kg,39.20,55.78,52.8,-
2026-05-04,常滑,第7R,5号艇,4062 / B1 後藤 陽介 愛知/愛知 46歳/56.0kg,28.89,42.22,56.0,-
2026-05-04,常滑,第7R,4号艇,5125 / A2 高井 雄基 愛知/愛知 29歳/53.2kg,35.55,59.72,53.2,-
2026-05-04,常滑,第7R,1号艇,4270 / B1 岸本 雄貴 三重/三重 44歳/54.9kg,26.52,46.41,54.9,-
2026-05-04,常滑,第7R,6号艇,3946 / A1 赤岩 善生 愛知/愛知 50歳/55.6kg,36.54,50.48,55.6,-
2026-05-04,常滑,第8R,2号艇,5321 / B2 一色 颯輝 愛知/愛知 24歳/53.2kg,30.48,43.85,53.2,-
2026-05-04,常滑,第8R,3号艇,4586 / A1 磯部 誠 愛知/愛知 35歳/53.1kg,33.51,47.94,53.1,-
2026-05-04,常滑,第8R,6号艇,4142 / A2 平野 和明 愛知/愛知 45歳/52.2kg,39.01,58.24,52.2,-
2026-05-04,常滑,第9R,4号艇,3730 / B1 塩崎 優司 愛知/愛知 53歳/52.2kg,34.50,51.00,52.2,-
2026-05-04,常滑,第9R,1号艇,4369 / A2 丹下 将 愛知/愛知 40歳/55.4kg,36.99,53.18,55.4,-
2026-05-04,常滑,第9R,5号艇,4199 / A2 北川 潤二 愛知/愛知 43歳/56.9kg,29.69,46.88,56.9,-
2026-05-04,常滑,第10R,5号艇,3690 / B1 河合 三弘 愛知/愛知 55歳/53.1kg,43.00,58.00,53.1,-
2026-05-04,常滑,第10R,1号艇,4457 / B1 神田 達也 愛知/愛知 40歳/52.5kg,36.32,48.76,52.5,-
2026-05-04,常滑,第10R,2号艇,5349 / B2 宮崎 奏磨 静岡/静岡 22歳/52.8kg,39.20,55.78,52.8,-
2026-05-04,常滑,第10R,6号艇,4570 / A1 前田 聖文 愛知/愛知 38歳/52.5kg,28.80,43.46,52.5,-
2026-05-04,常滑,第11R,4号艇,4228 / A2 吉田 慎二郎 愛知/岐阜 43歳/54.5kg,30.41,45.03,54.5,-
2026-05-04,常滑,第11R,2号艇,3946 / A1 赤岩 善生 愛知/愛知 50歳/55.6kg,36.54,50.48,55.6,-
2026-05-04,常滑,第11R,1号艇,5252 / A2 荒木 颯斗 愛知/愛知 23歳/52.2kg,32.35,50.98,52.2,-
2026-05-04,常滑,第11R,3号艇,4752 / B1 西尾 亮輔 愛知/愛知 38歳/52.0kg,33.68,48.95,52.0,-
2026-05-04,常滑,第12R,6号艇,4231 / A2 鈴木 裕隆 愛知/愛知 42歳/55.2kg,35.19,55.56,55.2,-
2026-05-04,常滑,第12R,1号艇,4118 / A1 宇佐見 淳 愛知/愛知 45歳/52.0kg,37.04,53.70,52.0,-
2026-05-04,常滑,第12R,4号艇,4903 / A1 吉田 凌太朗 愛知/愛知 32歳/52.0kg,37.24,47.96,52.0,-
2026-05-04,常滑,第12R,2号艇,4467 / A2 渡邉 俊介 愛知/岐阜 39歳/51.5kg,35.15,51.49,51.5,-
2026-05-04,津,第1R,2号艇,3630 / B2 黒田 誠司 静岡/静岡 56歳/53.3kg,51.35,64.86,53.3,-
2026-05-04,津,第1R,3号艇,4209 / B1 藤田 竜弘 静岡/静岡 43歳/57.1kg,36.54,50.00,57.1,-
2026-05-04,津,第1R,5号艇,4618 / B1 乃村 康友 三重/香川 43歳/53.3kg,46.94,67.35,53.3,-
2026-05-04,津,第1R,1号艇,3392 / B1 小森 信雄 三重/三重 60歳/51.5kg,35.71,50.00,51.5,-
2026-05-04,津,第1R,4号艇,5266 / B1 石田 勇斗 愛知/愛知 25歳/52.7kg,31.25,50.00,52.7,-
2026-05-04,津,第2R,1号艇,4625 / B1 渡邊 裕貴 静岡/静岡 40歳/53.0kg,36.36,52.73,53.0,-
2026-05-04,津,第2R,4号艇,3591 / B2 後藤 孝義 静岡/静岡 57歳/52.2kg,36.00,56.00,52.2,-
2026-05-04,津,第3R,2号艇,4962 / A2 畑 竜生 三重/三重 29歳/52.0kg,45.65,56.52,52.0,-
2026-05-04,津,第3R,5号艇,3852 / B1 澤 大介 三重/三重 53歳/52.0kg,31.11,40.00,52.0,-
2026-05-04,津,第3R,3号艇,4808 / A1 松尾 拓 三重/三重 37歳/52.0kg,37.31,53.73,52.0,-
2026-05-04,津,第3R,1号艇,5245 / B1 倉富 大誠 愛知/愛知 24歳/52.1kg,59.57,78.72,52.1,-
2026-05-04,津,第3R,4号艇,4181 / B1 花本 夏樹 三重/三重 42歳/53.0kg,27.27,43.64,53.0,-
2026-05-04,津,第4R,4号艇,4073 / A2 大橋 純一郎 静岡/静岡 45歳/52.1kg,34.55,47.27,52.1,-
2026-05-04,津,第4R,2号艇,3712 / B1 淺香 文武 三重/三重 51歳/54.2kg,49.06,67.92,54.2,-
2026-05-04,津,第5R,4号艇,4081 / B1 樋口 範政 愛知/愛知 47歳/53.8kg,30.19,41.51,53.8,-
2026-05-04,津,第5R,5号艇,5098 / B1 大江 純 愛知/愛知 30歳/52.4kg,40.00,60.00,52.4,-
2026-05-04,津,第5R,1号艇,5323 / B1 香川 陽太 滋賀/京都 23歳/57.7kg,42.31,61.54,57.7,-
2026-05-04,津,第5R,6号艇,3842 / B1 星野 太郎 三重/三重 49歳/52.5kg,30.77,35.90,52.5,-
2026-05-04,津,第6R,6号艇,3984 / A2 坂口 周 三重/三重 48歳/52.4kg,31.91,51.06,52.4,-
2026-05-04,津,第6R,4号艇,3968 / A2 茶谷 信次 滋賀/滋賀 49歳/52.0kg,27.78,42.59,52.0,-
2026-05-04,津,第6R,3号艇,5256 / A1 中山 翔太 三重/三重 22歳/51.5kg,41.30,54.35,51.5,-
2026-05-04,津,第6R,1号艇,3630 / B2 黒田 誠司 静岡/静岡 56歳/53.3kg,51.35,64.86,53.3,-
2026-05-04,津,第7R,1号艇,3591 / B2 後藤 孝義 静岡/静岡 57歳/52.2kg,36.00,56.00,52.2,-
2026-05-04,津,第7R,4号艇,4824 / A1 松井 洪弥 三重/三重 33歳/52.0kg,39.06,62.50,52.0,-
2026-05-04,津,第7R,5号艇,4181 / B1 花本 夏樹 三重/三重 42歳/53.0kg,27.27,43.64,53.0,-
2026-05-04,津,第7R,3号艇,3392 / B1 小森 信雄 三重/三重 60歳/51.5kg,35.71,50.00,51.5,-
2026-05-04,津,第8R,3号艇,4626 / B1 伊藤 紘章 愛知/愛知 40歳/52.0kg,42.59,62.96,52.0,-
2026-05-04,津,第8R,2号艇,4182 / B1 吉田 和仁 滋賀/京都 42歳/54.8kg,35.42,56.25,54.8,-
2026-05-04,津,第8R,5号艇,4344 / A1 新田 雄史 三重/三重 41歳/52.4kg,27.91,48.84,52.4,-
