日付,場,レース,枠番,選手情報,当地勝率,当地2連対率,モーター2連対率,着順
2026-05-01,戸田,第9R,2号艇,5287 / B1 滝沢 織寧 埼玉/埼玉 26歳/47.0kg,32.05,45.51,47.0,-
2026-05-01,戸田,第9R,3号艇,5045 / A2 平川 香織 埼玉/東京 25歳/46.5kg,33.33,49.06,46.5,-
2026-05-01,戸田,第9R,1号艇,5322 / B2 根岸 真優 埼玉/埼玉 24歳/45.0kg,44.79,59.51,45.0,-
2026-05-01,戸田,第9R,5号艇,5357 / B2 田中 瀬里奈 埼玉/北海道 21歳/52.9kg,33.76,50.32,52.9,-
2026-05-01,戸田,第9R,4号艇,5360 / B1 高木 茉白 埼玉/埼玉 19歳/47.5kg,41.10,60.12,47.5,-
2026-05-01,戸田,第10R,5号艇,4159 / A2 向後 龍一 埼玉/茨城 44歳/51.0kg,33.97,46.15,51.0,-
2026-05-01,戸田,第10R,4号艇,4144 / A2 石塚 久也 埼玉/埼玉 44歳/52.0kg,36.48,54.09,52.0,-
2026-05-01,戸田,第10R,1号艇,5246 / B1 楠 将太郎 埼玉/埼玉 24歳/52.0kg,40.49,57.06,52.0,-
2026-05-01,戸田,第11R,5号艇,4432 / B1 黄金井 力良 埼玉/埼玉 40歳/53.8kg,33.12,49.35,53.8,-
2026-05-01,戸田,第11R,2号艇,3596 / B1 河上 年昭 埼玉/岡山 56歳/54.9kg,40.38,59.62,54.9,-
2026-05-01,戸田,第11R,1号艇,4700 / A2 金子 和之 埼玉/新潟 39歳/53.1kg,35.62,49.32,53.1,-
2026-05-01,戸田,第12R,4号艇,4573 / A1 佐藤 翼 埼玉/埼玉 37歳/52.5kg,31.37,50.98,52.5,-
2026-05-01,戸田,第12R,5号艇,4547 / A1 中田 竜太 埼玉/福島 38歳/52.0kg,40.38,53.21,52.0,-
2026-05-01,戸田,第12R,2号艇,5112 / A1 砂長 知輝 埼玉/埼玉 26歳/52.2kg,30.82,42.14,52.2,-
2026-05-01,戸田,第12R,1号艇,5042 / A1 畑田 汰一 埼玉/東京 27歳/52.1kg,32.90,45.81,52.1,-
2026-05-01,多摩川,第1R,2号艇,4114 / B1 深澤 達徳 東京/山梨 45歳/52.1kg,0.00,0.00,52.1,-
2026-05-01,多摩川,第1R,1号艇,4627 / A2 藤原 菜希 東京/大阪 40歳/47.9kg,60.00,80.00,47.9,-
2026-05-01,多摩川,第1R,5号艇,5190 / B1 大月 遊雅 東京/茨城 25歳/52.0kg,50.00,60.00,52.0,-
2026-05-01,多摩川,第1R,3号艇,4759 / A1 今泉 友吾 東京/東京 36歳/52.0kg,0.00,0.00,52.0,-
2026-05-01,多摩川,第2R,4号艇,5228 / B2 若林 樹蘭 東京/山梨 23歳/52.1kg,0.00,0.00,52.1,-
2026-05-01,多摩川,第2R,3号艇,3256 / A2 三角 哲男 東京/千葉 59歳/52.1kg,0.00,0.00,52.1,-
2026-05-01,多摩川,第2R,1号艇,3859 / B1 多羅尾 達之 東京/神奈川 52歳/50.5kg,0.00,0.00,50.5,-
2026-05-01,多摩川,第3R,2号艇,5314 / B2 中曽 瑠華 東京/千葉 25歳/50.2kg,11.11,33.33,50.2,-
2026-05-01,多摩川,第3R,6号艇,3377 / B1 塚田 修二 東京/東京 58歳/53.6kg,0.00,0.00,53.6,-
2026-05-01,多摩川,第3R,3号艇,4688 / A1 永井 彪也 東京/東京 33歳/52.6kg,44.44,55.56,52.6,-
2026-05-01,多摩川,第4R,4号艇,2538 / B1 高橋 二朗 東京/千葉 77歳/52.0kg,20.00,60.00,52.0,-
2026-05-01,多摩川,第4R,3号艇,4297 / A1 山田 哲也 東京/千葉 43歳/52.0kg,0.00,0.00,52.0,-
2026-05-01,多摩川,第4R,2号艇,4891 / B1 寺島 美里 東京/福島 36歳/47.0kg,30.00,40.00,47.0,-
2026-05-01,多摩川,第4R,6号艇,5415 / B2 阿部 未侑 東京/山形 20歳/53.1kg,44.44,44.44,53.1,-
2026-05-01,多摩川,第5R,1号艇,3792 / A2 田中 豪 東京/東京 53歳/52.9kg,0.00,0.00,52.9,-
2026-05-01,多摩川,第5R,5号艇,3771 / B1 折下 寛法 東京/東京 52歳/52.0kg,12.50,12.50,52.0,-
2026-05-01,多摩川,第5R,4号艇,5190 / B1 大月 遊雅 東京/茨城 25歳/52.0kg,50.00,60.00,52.0,-
2026-05-01,多摩川,第6R,1号艇,4676 / B1 後藤 隼之 東京/東京 38歳/55.1kg,22.22,22.22,55.1,-
2026-05-01,多摩川,第6R,2号艇,5201 / B1 村上 宗太郎 東京/北海道 23歳/52.0kg,16.67,33.33,52.0,-
2026-05-01,多摩川,第6R,4号艇,4075 / A1 中野 次郎 東京/東京 44歳/54.3kg,0.00,0.00,54.3,-
2026-05-01,多摩川,第7R,3号艇,4085 / B1 荻野 裕介 東京/東京 46歳/52.1kg,0.00,0.00,52.1,-
2026-05-01,多摩川,第7R,1号艇,4906 / B1 鈴木 雅希 東京/神奈川 31歳/52.8kg,0.00,0.00,52.8,-
2026-05-01,多摩川,第7R,2号艇,4792 / A2 杉村 賢也 東京/東京 36歳/51.0kg,44.44,44.44,51.0,-
2026-05-01,多摩川,第8R,1号艇,4791 / A2 黒澤 めぐみ 東京/神奈川 36歳/47.0kg,0.00,0.00,47.0,-
2026-05-01,多摩川,第8R,3号艇,3072 / B1 西田 靖 東京/神奈川 64歳/52.4kg,0.00,0.00,52.4,-
2026-05-01,多摩川,第8R,2号艇,4266 / A1 長田 頼宗 東京/神奈川 40歳/52.0kg,33.33,50.00,52.0,-
2026-05-01,多摩川,第8R,4号艇,5044 / B1 渡邉 健 東京/東京 27歳/58.5kg,0.00,0.00,58.5,-
2026-05-01,多摩川,第9R,5号艇,3226 / B1 浦田 信義 東京/東京 60歳/52.3kg,22.22,33.33,52.3,-
2026-05-01,多摩川,第9R,4号艇,3771 / B1 折下 寛法 東京/東京 52歳/52.0kg,12.50,12.50,52.0,-
2026-05-01,多摩川,第9R,1号艇,5314 / B2 中曽 瑠華 東京/千葉 25歳/50.2kg,11.11,33.33,50.2,-
2026-05-01,多摩川,第9R,6号艇,5331 / B1 佐藤 永梧 東京/神奈川 22歳/55.3kg,40.00,60.00,55.3,-
2026-05-01,多摩川,第10R,3号艇,4075 / A1 中野 次郎 東京/東京 44歳/54.3kg,0.00,0.00,54.3,-
2026-05-01,多摩川,第10R,4号艇,4335 / A1 若林 将 東京/千葉 42歳/52.4kg,25.00,25.00,52.4,-
2026-05-01,多摩川,第10R,6号艇,3256 / A2 三角 哲男 東京/千葉 59歳/52.1kg,0.00,0.00,52.1,-
2026-05-01,多摩川,第10R,1号艇,4117 / A1 廣中 智紗衣 東京/愛知 45歳/46.0kg,0.00,0.00,46.0,-
2026-05-01,多摩川,第11R,3号艇,4847 / A1 佐藤 隆太郎 東京/東京 31歳/52.0kg,12.50,12.50,52.0,-
2026-05-01,多摩川,第11R,4号艇,5133 / B1 堀越 雄貴 東京/神奈川 26歳/51.0kg,22.22,55.56,51.0,-
2026-05-01,多摩川,第11R,2号艇,4085 / B1 荻野 裕介 東京/東京 46歳/52.1kg,0.00,0.00,52.1,-
2026-05-01,多摩川,第11R,1号艇,4460 / A2 後藤 翔之 東京/東京 40歳/54.4kg,40.00,50.00,54.4,-
2026-05-01,多摩川,第12R,1号艇,4095 / A1 福来 剛 東京/東京 44歳/52.0kg,0.00,0.00,52.0,-
2026-05-01,多摩川,第12R,2号艇,4266 / A1 長田 頼宗 東京/神奈川 40歳/52.0kg,33.33,50.00,52.0,-
2026-05-01,多摩川,第12R,4号艇,4928 / A1 栗城 匠 東京/東京 30歳/52.4kg,11.11,44.44,52.4,-
2026-05-01,多摩川,第12R,3号艇,3792 / A2 田中 豪 東京/東京 53歳/52.9kg,0.00,0.00,52.9,-
2026-05-01,多摩川,第12R,5号艇,4134 / A2 杉山 貴博 東京/千葉 45歳/52.6kg,0.00,0.00,52.6,-
2026-05-01,蒲郡,第7R,5号艇,4604 / A1 岩瀬 裕亮 愛知/愛知 37歳/52.0kg,33.71,54.29,52.0,-
2026-05-01,蒲郡,第7R,1号艇,5211 / B1 高井 駿弥 愛知/愛知 27歳/50.5kg,35.63,59.77,50.5,-
2026-05-01,蒲郡,第8R,5号艇,3941 / A1 池田 浩二 愛知/愛知 48歳/52.5kg,35.23,47.67,52.5,-
2026-05-01,蒲郡,第8R,2号艇,3988 / A2 古川 誠之 愛知/愛知 47歳/53.5kg,34.48,52.87,53.5,-
2026-05-01,蒲郡,第9R,4号艇,3839 / B1 川合 理司 静岡/静岡 50歳/63.5kg,37.30,57.84,63.5,-
2026-05-01,蒲郡,第9R,3号艇,5082 / B1 一色 凌雅 愛知/愛知 27歳/58.6kg,33.33,48.43,58.6,-
2026-05-01,蒲郡,第10R,5号艇,4293 / A2 鈴木 智啓 愛知/愛知 40歳/58.8kg,30.43,42.75,58.8,-
2026-05-01,蒲郡,第10R,1号艇,4067 / A1 永井 源 愛知/福岡 46歳/52.7kg,28.48,45.03,52.7,-
2026-05-01,蒲郡,第10R,4号艇,4989 / A2 石原 翼 静岡/静岡 28歳/52.0kg,45.51,61.80,52.0,-
2026-05-01,蒲郡,第11R,2号艇,4850 / A1 野中 一平 愛知/岐阜 31歳/52.0kg,35.96,61.24,52.0,-
2026-05-01,蒲郡,第11R,4号艇,4442 / B1 松竹 大輔 愛知/愛知 39歳/52.3kg,38.30,54.61,52.3,-
2026-05-01,蒲郡,第11R,6号艇,3713 / A2 伊藤 誠二 愛知/愛知 51歳/52.7kg,32.03,43.79,52.7,-
2026-05-01,蒲郡,第11R,3号艇,3455 / B1 谷本 幸司 愛知/愛知 55歳/52.0kg,34.08,48.04,52.0,-
2026-05-01,蒲郡,第11R,1号艇,4516 / A2 野口 勝弘 愛知/愛知 39歳/51.0kg,30.43,48.91,51.0,-
2026-05-01,蒲郡,第12R,2号艇,4074 / A1 柳沢 一 愛知/愛知 45歳/52.0kg,36.67,52.22,52.0,-
2026-05-01,蒲郡,第12R,6号艇,4914 / A1 吉田 裕平 愛知/愛知 29歳/52.0kg,37.28,58.58,52.0,-
2026-05-01,蒲郡,第12R,4号艇,5068 / A1 前田 滉 愛知/愛知 26歳/51.0kg,36.13,52.36,51.0,-
2026-05-01,蒲郡,第12R,3号艇,4910 / A1 中村 泰平 愛知/愛知 30歳/51.0kg,28.22,45.40,51.0,-
2026-05-01,津,第1R,4号艇,3842 / B1 星野 太郎 三重/三重 49歳/52.7kg,30.77,35.90,52.7,-
2026-05-01,津,第1R,5号艇,5354 / B2 渡邊 雄斗 三重/宮崎 21歳/52.0kg,45.16,64.52,52.0,-
2026-05-01,津,第1R,6号艇,3712 / B1 淺香 文武 三重/三重 51歳/54.4kg,49.06,67.92,54.4,-
2026-05-01,津,第1R,2号艇,5383 / B2 中村 楓 三重/三重 21歳/52.1kg,36.36,49.09,52.1,-
2026-05-01,津,第2R,4号艇,3852 / B1 澤 大介 三重/三重 53歳/51.5kg,31.11,40.00,51.5,-
2026-05-01,津,第2R,3号艇,3591 / B2 後藤 孝義 静岡/静岡 57歳/52.1kg,36.00,56.00,52.1,-
2026-05-01,津,第2R,5号艇,5130 / B1 上野 拓馬 三重/三重 28歳/52.2kg,38.98,59.32,52.2,-
2026-05-01,津,第2R,6号艇,5430 / B2 鳥本 智史 三重/三重 22歳/52.0kg,47.27,65.45,52.0,-
2026-05-01,津,第3R,5号艇,4808 / A1 松尾 拓 三重/三重 37歳/52.0kg,37.31,53.73,52.0,-
2026-05-01,津,第3R,1号艇,4625 / B1 渡邊 裕貴 静岡/静岡 40歳/52.8kg,36.36,52.73,52.8,-
2026-05-01,津,第3R,3号艇,4049 / A2 荒川 健太 三重/三重 45歳/54.6kg,50.00,57.14,54.6,-
2026-05-01,津,第4R,4号艇,5010 / A2 宇留田 翔平 三重/三重 29歳/52.0kg,39.62,50.94,52.0,-
2026-05-01,津,第4R,1号艇,5323 / B1 香川 陽太 滋賀/京都 23歳/57.7kg,42.31,61.54,57.7,-
2026-05-01,津,第4R,6号艇,4824 / A1 松井 洪弥 三重/三重 33歳/52.9kg,39.06,62.50,52.9,-
2026-05-01,津,第4R,2号艇,3268 / B1 森 竜也 三重/三重 60歳/52.9kg,33.33,43.48,52.9,-
2026-05-01,津,第5R,2号艇,3630 / B2 黒田 誠司 静岡/静岡 56歳/53.3kg,51.35,64.86,53.3,-
2026-05-01,津,第5R,3号艇,4618 / B1 乃村 康友 三重/香川 43歳/53.6kg,46.94,67.35,53.6,-
2026-05-01,津,第5R,1号艇,4626 / B1 伊藤 紘章 愛知/愛知 40歳/52.0kg,42.59,62.96,52.0,-
2026-05-01,津,第6R,3号艇,3968 / A2 茶谷 信次 滋賀/滋賀 49歳/51.5kg,27.78,42.59,51.5,-
2026-05-01,津,第6R,5号艇,4754 / A1 松尾 充 三重/三重 37歳/51.5kg,35.00,41.67,51.5,-
2026-05-01,津,第6R,4号艇,3591 / B2 後藤 孝義 静岡/静岡 57歳/52.1kg,36.00,56.00,52.1,-
2026-05-01,津,第7R,4号艇,4962 / A2 畑 竜生 三重/三重 29歳/52.0kg,45.65,56.52,52.0,-
2026-05-01,津,第7R,5号艇,4049 / A2 荒川 健太 三重/三重 45歳/54.6kg,50.00,57.14,54.6,-
2026-05-01,津,第7R,2号艇,4623 / B1 中北 将史 三重/三重 41歳/52.6kg,43.10,67.24,52.6,-
2026-05-01,津,第8R,5号艇,3392 / B1 小森 信雄 三重/三重 60歳/52.0kg,35.71,50.00,52.0,-
2026-05-01,津,第8R,4号艇,5275 / A2 松田 淳平 三重/三重 24歳/52.0kg,30.51,49.15,52.0,-
2026-05-01,津,第8R,2号艇,4227 / A2 安達 裕樹 三重/三重 43歳/52.0kg,32.65,57.14,52.0,-
2026-05-01,津,第9R,3号艇,4466 / A2 南 佑典 三重/三重 39歳/51.0kg,40.91,65.15,51.0,-
2026-05-01,津,第9R,5号艇,5323 / B1 香川 陽太 滋賀/京都 23歳/57.7kg,42.31,61.54,57.7,-
2026-05-01,津,第9R,6号艇,5430 / B2 鳥本 智史 三重/三重 22歳/52.0kg,47.27,65.45,52.0,-
2026-05-01,津,第10R,2号艇,4261 / A1 岡 祐臣 三重/三重 42歳/54.5kg,35.09,54.39,54.5,-
2026-05-01,津,第10R,4号艇,3831 / B1 安藤 裕貴 愛知/愛知 51歳/53.5kg,29.79,46.81,53.5,-
2026-05-01,津,第10R,1号艇,5354 / B2 渡邊 雄斗 三重/宮崎 21歳/52.0kg,45.16,64.52,52.0,-
2026-05-01,津,第10R,6号艇,3852 / B1 澤 大介 三重/三重 53歳/51.5kg,31.11,40.00,51.5,-
2026-05-01,津,第10R,3号艇,4808 / A1 松尾 拓 三重/三重 37歳/52.0kg,37.31,53.73,52.0,-
2026-05-01,津,第11R,5号艇,4156 / A2 浜野 孝志 三重/三重 45歳/57.0kg,30.19,47.17,57.0,-
2026-05-01,津,第11R,3号艇,5098 / B1 大江 純 愛知/愛知 30歳/52.2kg,40.00,60.00,52.2,-
2026-05-01,津,第11R,1号艇,4344 / A1 新田 雄史 三重/三重 41歳/52.9kg,27.91,48.84,52.9,-
2026-05-01,津,第12R,2号艇,3984 / A2 坂口 周 三重/三重 48歳/53.0kg,31.91,51.06,53.0,-
2026-05-01,津,第12R,4号艇,4579 / A1 中嶋 健一郎 三重/三重 36歳/52.0kg,29.09,45.45,52.0,-
2026-05-01,津,第12R,1号艇,4796 / A2 春園 功太 三重/三重 34歳/52.2kg,31.58,40.35,52.2,-
2026-05-01,琵琶湖,第1R,4号艇,4047 / B1 吉永 浩則 大阪/大阪 46歳/53.2kg,66.67,88.89,53.2,-
2026-05-01,琵琶湖,第1R,6号艇,4137 / A1 君島 秀三 滋賀/滋賀 45歳/52.0kg,50.00,66.67,52.0,-
2026-05-01,琵琶湖,第2R,3号艇,4119 / A2 泥谷 一毅 大阪/大阪 44歳/52.1kg,0.00,14.29,52.1,-
2026-05-01,琵琶湖,第2R,6号艇,5115 / B2 香川 颯太 滋賀/京都 26歳/52.0kg,46.67,60.00,52.0,-
2026-05-01,琵琶湖,第2R,5号艇,4382 / B1 高山 智至 滋賀/京都 41歳/52.6kg,0.00,0.00,52.6,-
2026-05-01,琵琶湖,第2R,2号艇,4743 / A1 木村 仁紀 滋賀/京都 33歳/53.2kg,25.00,62.50,53.2,-
2026-05-01,琵琶湖,第3R,3号艇,5050 / A2 木下 雄介 滋賀/京都 31歳/52.1kg,37.50,50.00,52.1,-
2026-05-01,琵琶湖,第3R,1号艇,5280 / A2 廣瀬 凜 滋賀/京都 23歳/51.5kg,62.50,62.50,51.5,-
2026-05-01,琵琶湖,第4R,4号艇,4325 / B1 新出 浩司 大阪/大阪 43歳/52.1kg,44.44,55.56,52.1,-
2026-05-01,琵琶湖,第4R,6号艇,4462 / B1 夏山 亮平 大阪/大阪 39歳/55.3kg,0.00,33.33,55.3,-
2026-05-01,琵琶湖,第4R,1号艇,4649 / A2 和田 操拓 滋賀/京都 41歳/52.0kg,40.00,40.00,52.0,-
2026-05-01,琵琶湖,第4R,2号艇,4686 / A1 丸野 一樹 滋賀/京都 34歳/53.4kg,44.44,44.44,53.4,-
2026-05-01,琵琶湖,第5R,2号艇,3721 / A1 守田 俊介 滋賀/京都 50歳/52.9kg,22.22,44.44,52.9,-
2026-05-01,琵琶湖,第5R,1号艇,3918 / A2 深井 利寿 滋賀/滋賀 51歳/51.5kg,9.09,45.45,51.5,-
2026-05-01,琵琶湖,第5R,6号艇,3915 / A2 繁野谷 圭介 大阪/大阪 52歳/52.0kg,16.67,16.67,52.0,-
2026-05-01,琵琶湖,第6R,5号艇,5229 / A2 吉川 晴人 滋賀/滋賀 23歳/54.3kg,58.82,88.24,54.3,-
2026-05-01,琵琶湖,第6R,3号艇,4648 / B1 木村 亮太 兵庫/大阪 41歳/52.0kg,12.50,37.50,52.0,-
2026-05-01,琵琶湖,第6R,4号艇,4262 / A1 馬場 貴也 滋賀/京都 42歳/52.1kg,8.33,8.33,52.1,-
2026-05-01,琵琶湖,第6R,6号艇,4943 / B1 八木 治樹 愛知/愛知 35歳/53.1kg,0.00,0.00,53.1,-
2026-05-01,琵琶湖,第7R,6号艇,5017 / A1 澤田 尚也 滋賀/京都 27歳/52.6kg,33.33,50.00,52.6,-
2026-05-01,琵琶湖,第7R,5号艇,4119 / A2 泥谷 一毅 大阪/大阪 44歳/52.1kg,0.00,14.29,52.1,-
2026-05-01,琵琶湖,第7R,1号艇,5033 / B1 藤原 孝斗 愛知/愛知 28歳/53.8kg,0.00,0.00,53.8,-
2026-05-01,琵琶湖,第8R,6号艇,4743 / A1 木村 仁紀 滋賀/京都 33歳/53.2kg,25.00,62.50,53.2,-
2026-05-01,琵琶湖,第8R,3号艇,4411 / A2 沢田 昭宏 大阪/大阪 40歳/54.0kg,42.86,42.86,54.0,-
2026-05-01,琵琶湖,第9R,4号艇,4677 / B2 片橋 幸貴 滋賀/京都 37歳/53.8kg,37.50,56.25,53.8,-
2026-05-01,琵琶湖,第9R,3号艇,3915 / A2 繁野谷 圭介 大阪/大阪 52歳/52.0kg,16.67,16.67,52.0,-
2026-05-01,琵琶湖,第9R,6号艇,3432 / B1 宮迫 暢彦 大阪/大阪 57歳/52.5kg,27.27,54.55,52.5,-
2026-05-01,琵琶湖,第10R,3号艇,4828 / A1 松山 将吾 滋賀/京都 31歳/52.0kg,14.29,42.86,52.0,-
2026-05-01,琵琶湖,第10R,4号艇,4943 / B1 八木 治樹 愛知/愛知 35歳/53.1kg,0.00,0.00,53.1,-
2026-05-01,琵琶湖,第10R,6号艇,3721 / A1 守田 俊介 滋賀/京都 50歳/52.9kg,22.22,44.44,52.9,-
2026-05-01,琵琶湖,第10R,1号艇,4039 / A2 村上 功祐 大阪/大阪 47歳/55.8kg,28.57,57.14,55.8,-
2026-05-01,琵琶湖,第11R,5号艇,4120 / A2 柘植 政浩 滋賀/滋賀 44歳/51.0kg,14.29,28.57,51.0,-
2026-05-01,琵琶湖,第11R,3号艇,5255 / A2 藤原 仙二 滋賀/滋賀 22歳/52.2kg,60.00,60.00,52.2,-
2026-05-01,琵琶湖,第11R,2号艇,4462 / B1 夏山 亮平 大阪/大阪 39歳/55.3kg,0.00,33.33,55.3,-
2026-05-01,琵琶湖,第12R,6号艇,5280 / A2 廣瀬 凜 滋賀/京都 23歳/51.5kg,62.50,62.50,51.5,-
2026-05-01,琵琶湖,第12R,1号艇,3745 / B1 橋本 年光 兵庫/兵庫 51歳/52.2kg,44.44,66.67,52.2,-
2026-05-01,鳴門,第1R,2号艇,4372 / A2 原田 佑実 大阪/愛知 38歳/46.0kg,16.67,33.33,46.0,-
2026-05-01,鳴門,第1R,6号艇,4878 / B1 西岡 育未 徳島/徳島 31歳/47.0kg,16.67,33.33,47.0,-
2026-05-01,鳴門,第1R,1号艇,3528 / B1 笠野 友紀恵 愛知/愛知 55歳/47.1kg,10.00,10.00,47.1,-
2026-05-01,鳴門,第1R,3号艇,5334 / B1 樫葉 新心 徳島/徳島 21歳/46.0kg,0.00,16.67,46.0,-
2026-05-01,鳴門,第2R,2号艇,4283 / B1 石井 裕美 東京/千葉 42歳/49.5kg,20.00,40.00,49.5,-
2026-05-01,鳴門,第2R,1号艇,3778 / B1 安達 美帆 埼玉/埼玉 50歳/47.0kg,30.00,40.00,47.0,-
2026-05-01,鳴門,第2R,3号艇,4924 / B1 中北 涼 長崎/愛知 33歳/47.8kg,0.00,25.00,47.8,-
2026-05-01,鳴門,第2R,6号艇,3932 / B1 池田 浩美 静岡/静岡 49歳/51.0kg,26.32,63.16,51.0,-
2026-05-01,鳴門,第3R,5号艇,3704 / B1 本部 めぐみ 三重/神奈川 52歳/46.0kg,37.50,37.50,46.0,-
2026-05-01,鳴門,第3R,3号艇,4478 / A2 櫻本 あゆみ 群馬/栃木 38歳/47.4kg,10.00,60.00,47.4,-
2026-05-01,鳴門,第3R,1号艇,5069 / B1 山崎 小葉音 群馬/徳島 25歳/44.0kg,37.50,75.00,44.0,-
2026-05-01,鳴門,第3R,6号艇,5140 / B1 吉田 彩乃 静岡/静岡 25歳/47.4kg,30.00,50.00,47.4,-
2026-05-01,鳴門,第4R,3号艇,5230 / B2 石原 凪紗 愛知/岐阜 22歳/45.0kg,66.67,83.33,45.0,-
2026-05-01,鳴門,第4R,4号艇,4680 / B1 後藤 美翼 東京/東京 36歳/47.0kg,50.00,66.67,47.0,-
2026-05-01,鳴門,第4R,5号艇,4473 / A2 藤堂 里香 福井/福井 38歳/46.0kg,40.00,50.00,46.0,-
2026-05-01,鳴門,第5R,5号艇,4275 / B2 菅野 はやか 広島/広島 43歳/51.4kg,57.14,71.43,51.4,-
2026-05-01,鳴門,第5R,3号艇,3470 / B1 新田 芳美 徳島/徳島 56歳/46.5kg,30.00,40.00,46.5,-
2026-05-01,鳴門,第5R,6号艇,4071 / B1 古賀 千晶 兵庫/佐賀 45歳/45.5kg,0.00,0.00,45.5,-
2026-05-01,鳴門,第6R,6号艇,5151 / B1 山下 奈緒 大阪/香川 31歳/47.0kg,0.00,0.00,47.0,-
2026-05-01,鳴門,第6R,3号艇,4678 / B1 水野 望美 愛知/愛知 37歳/45.5kg,44.44,55.56,45.5,-
2026-05-01,鳴門,第6R,4号艇,5367 / B2 赤松 咲香 徳島/高知 24歳/50.3kg,16.67,50.00,50.3,-
2026-05-01,鳴門,第7R,2号艇,5069 / B1 山崎 小葉音 群馬/徳島 25歳/44.0kg,37.50,75.00,44.0,-
2026-05-01,鳴門,第7R,6号艇,3334 / A2 角 ひとみ 広島/広島 57歳/45.5kg,27.27,36.36,45.5,-
2026-05-01,鳴門,第7R,1号艇,5380 / B2 野田 亜湖 徳島/徳島 21歳/51.3kg,20.00,40.00,51.3,-
2026-05-01,鳴門,第8R,5号艇,5140 / B1 吉田 彩乃 静岡/静岡 25歳/47.4kg,30.00,50.00,47.4,-
2026-05-01,鳴門,第8R,6号艇,3932 / B1 池田 浩美 静岡/静岡 49歳/51.0kg,26.32,63.16,51.0,-
2026-05-01,鳴門,第8R,4号艇,4098 / B1 赤澤 文香 岡山/岡山 44歳/47.4kg,25.00,50.00,47.4,-
2026-05-01,鳴門,第8R,2号艇,4373 / A1 若狭 奈美子 岡山/岡山 37歳/47.0kg,20.00,20.00,47.0,-
2026-05-01,鳴門,第8R,1号艇,3528 / B1 笠野 友紀恵 愛知/愛知 55歳/47.1kg,10.00,10.00,47.1,-
2026-05-01,鳴門,第9R,6号艇,4419 / B1 原 加央理 埼玉/埼玉 38歳/45.5kg,50.00,70.00,45.5,-
2026-05-01,鳴門,第9R,1号艇,4071 / B1 古賀 千晶 兵庫/佐賀 45歳/45.5kg,0.00,0.00,45.5,-
2026-05-01,鳴門,第9R,5号艇,3704 / B1 本部 めぐみ 三重/神奈川 52歳/46.0kg,37.50,37.50,46.0,-
2026-05-01,鳴門,第9R,3号艇,4974 / A1 安井 瑞紀 岡山/岡山 32歳/47.6kg,36.36,54.55,47.6,-
2026-05-01,鳴門,第10R,2号艇,3355 / B2 橋谷田 佳織 東京/千葉 57歳/41.0kg,35.29,41.18,41.0,-
2026-05-01,鳴門,第10R,3号艇,5296 / B1 永田 楽 愛知/愛知 23歳/46.0kg,10.00,40.00,46.0,-
