日付,場,レース,枠番,選手情報,当地勝率,当地2連対率,モーター2連対率,着順
2026-05-02,桐生,第8R,6号艇,3159 / A1 江口 晃生 群馬/群馬 61歳/52.5kg,43.75,60.42,52.5,-
2026-05-02,桐生,第8R,1号艇,5283 / B1 植木 美帆 東京/東京 22歳/47.0kg,36.00,51.00,47.0,-
2026-05-02,桐生,第9R,5号艇,4362 / A1 土屋 智則 群馬/群馬 41歳/51.5kg,39.60,58.42,51.5,-
2026-05-02,桐生,第9R,3号艇,4809 / A2 外崎 悟 埼玉/埼玉 37歳/52.0kg,32.67,44.55,52.0,-
2026-05-02,桐生,第9R,1号艇,3532 / A1 柴田 光 群馬/群馬 54歳/52.0kg,31.25,50.00,52.0,-
2026-05-02,桐生,第10R,5号艇,4851 / A1 関 浩哉 群馬/群馬 31歳/49.0kg,30.43,47.83,49.0,-
2026-05-02,桐生,第10R,1号艇,3740 / A1 大澤 普司 群馬/群馬 51歳/53.3kg,26.80,43.30,53.3,-
2026-05-02,桐生,第10R,2号艇,5216 / A2 長谷川 晴哉 群馬/群馬 26歳/52.3kg,31.31,41.41,52.3,-
2026-05-02,桐生,第11R,5号艇,3679 / A1 飯島 昌弘 埼玉/埼玉 53歳/52.0kg,27.37,51.58,52.0,-
2026-05-02,桐生,第11R,3号艇,4420 / A2 津久井 拓也 群馬/栃木 38歳/52.0kg,36.08,56.70,52.0,-
2026-05-02,桐生,第11R,1号艇,3790 / B1 佐口 達也 群馬/群馬 53歳/52.0kg,42.42,63.64,52.0,-
2026-05-02,桐生,第11R,2号艇,3699 / B1 富永 正人 埼玉/埼玉 53歳/52.0kg,45.26,62.11,52.0,-
2026-05-02,桐生,第11R,6号艇,4819 / A2 蜂須 瑞生 群馬/群馬 34歳/47.0kg,34.74,49.47,47.0,-
2026-05-02,桐生,第12R,2号艇,4787 / A1 椎名 豊 群馬/群馬 37歳/52.0kg,38.78,53.06,52.0,-
2026-05-02,桐生,第12R,6号艇,4645 / A1 上村 純一 群馬/千葉 45歳/52.0kg,29.47,46.32,52.0,-
2026-05-02,桐生,第12R,4号艇,5150 / A2 坂本 雄紀 群馬/群馬 31歳/52.4kg,46.74,60.87,52.4,-
2026-05-02,多摩川,第1R,2号艇,2538 / B1 高橋 二朗 東京/千葉 77歳/52.0kg,20.00,60.00,52.0,-
2026-05-02,多摩川,第1R,3号艇,3256 / A2 三角 哲男 東京/千葉 59歳/52.4kg,0.00,0.00,52.4,-
2026-05-02,多摩川,第1R,4号艇,5415 / B2 阿部 未侑 東京/山形 20歳/53.3kg,44.44,44.44,53.3,-
2026-05-02,多摩川,第2R,3号艇,4676 / B1 後藤 隼之 東京/東京 38歳/55.0kg,22.22,22.22,55.0,-
2026-05-02,多摩川,第2R,2号艇,5201 / B1 村上 宗太郎 東京/北海道 23歳/52.0kg,16.67,33.33,52.0,-
2026-05-02,多摩川,第3R,1号艇,3859 / B1 多羅尾 達之 東京/神奈川 52歳/51.0kg,0.00,0.00,51.0,-
2026-05-02,多摩川,第3R,5号艇,4496 / A2 内堀 学 東京/東京 38歳/52.0kg,0.00,0.00,52.0,-
2026-05-02,多摩川,第4R,5号艇,3812 / B1 山崎 聖司 東京/千葉 50歳/51.5kg,12.50,12.50,51.5,-
2026-05-02,多摩川,第4R,4号艇,3226 / B1 浦田 信義 東京/東京 60歳/52.5kg,22.22,33.33,52.5,-
2026-05-02,多摩川,第4R,1号艇,4818 / B2 伏見 俊介 東京/香川 34歳/56.2kg,11.11,33.33,56.2,-
2026-05-02,多摩川,第4R,6号艇,5096 / A2 上原 崚 東京/沖縄 30歳/52.0kg,11.11,11.11,52.0,-
2026-05-02,多摩川,第5R,3号艇,4134 / A2 杉山 貴博 東京/千葉 45歳/52.6kg,0.00,0.00,52.6,-
2026-05-02,多摩川,第5R,1号艇,4286 / A2 平田 さやか 東京/東京 41歳/48.0kg,66.67,88.89,48.0,-
2026-05-02,多摩川,第5R,4号艇,5228 / B2 若林 樹蘭 東京/山梨 23歳/52.2kg,0.00,0.00,52.2,-
2026-05-02,多摩川,第6R,6号艇,4891 / B1 寺島 美里 東京/福島 36歳/47.0kg,30.00,40.00,47.0,-
2026-05-02,多摩川,第6R,2号艇,4117 / A1 廣中 智紗衣 東京/愛知 45歳/45.5kg,0.00,0.00,45.5,-
2026-05-02,多摩川,第6R,1号艇,4791 / A2 黒澤 めぐみ 東京/神奈川 36歳/47.0kg,0.00,0.00,47.0,-
2026-05-02,多摩川,第6R,3号艇,5415 / B2 阿部 未侑 東京/山形 20歳/53.3kg,44.44,44.44,53.3,-
2026-05-02,多摩川,第7R,5号艇,4297 / A1 山田 哲也 東京/千葉 43歳/52.0kg,0.00,0.00,52.0,-
2026-05-02,多摩川,第7R,2号艇,3859 / B1 多羅尾 達之 東京/神奈川 52歳/51.0kg,0.00,0.00,51.0,-
2026-05-02,多摩川,第7R,1号艇,3377 / B1 塚田 修二 東京/東京 58歳/53.6kg,0.00,0.00,53.6,-
2026-05-02,多摩川,第8R,1号艇,3226 / B1 浦田 信義 東京/東京 60歳/52.5kg,22.22,33.33,52.5,-
2026-05-02,多摩川,第8R,5号艇,4676 / B1 後藤 隼之 東京/東京 38歳/55.0kg,22.22,22.22,55.0,-
2026-05-02,多摩川,第8R,2号艇,4818 / B2 伏見 俊介 東京/香川 34歳/56.2kg,11.11,33.33,56.2,-
2026-05-02,多摩川,第8R,6号艇,5433 / B2 米本 圭佑 東京/東京 21歳/51.0kg,50.00,60.00,51.0,-
2026-05-02,多摩川,第9R,3号艇,4086 / A2 寺本 重宣 東京/神奈川 45歳/50.0kg,22.22,55.56,50.0,-
2026-05-02,多摩川,第9R,5号艇,4286 / A2 平田 さやか 東京/東京 41歳/48.0kg,66.67,88.89,48.0,-
2026-05-02,多摩川,第9R,4号艇,5096 / A2 上原 崚 東京/沖縄 30歳/52.0kg,11.11,11.11,52.0,-
2026-05-02,多摩川,第9R,1号艇,4627 / A2 藤原 菜希 東京/大阪 40歳/47.9kg,60.00,80.00,47.9,-
2026-05-02,多摩川,第10R,1号艇,5133 / B1 堀越 雄貴 東京/神奈川 26歳/51.5kg,22.22,55.56,51.5,-
2026-05-02,多摩川,第10R,4号艇,4928 / A1 栗城 匠 東京/東京 30歳/52.5kg,11.11,44.44,52.5,-
2026-05-02,多摩川,第10R,3号艇,4460 / A2 後藤 翔之 東京/東京 40歳/54.7kg,40.00,50.00,54.7,-
2026-05-02,多摩川,第11R,6号艇,4085 / B1 荻野 裕介 東京/東京 46歳/52.0kg,0.00,0.00,52.0,-
2026-05-02,多摩川,第11R,1号艇,4114 / B1 深澤 達徳 東京/山梨 45歳/52.0kg,0.00,0.00,52.0,-
2026-05-02,多摩川,第11R,3号艇,4297 / A1 山田 哲也 東京/千葉 43歳/52.0kg,0.00,0.00,52.0,-
2026-05-02,多摩川,第11R,2号艇,3792 / A2 田中 豪 東京/東京 53歳/52.7kg,0.00,0.00,52.7,-
2026-05-02,多摩川,第12R,3号艇,4688 / A1 永井 彪也 東京/東京 33歳/52.4kg,44.44,55.56,52.4,-
2026-05-02,多摩川,第12R,4号艇,4075 / A1 中野 次郎 東京/東京 44歳/54.1kg,0.00,0.00,54.1,-
2026-05-02,蒲郡,第1R,5号艇,3455 / B1 谷本 幸司 愛知/愛知 55歳/52.0kg,34.08,48.04,52.0,-
2026-05-02,蒲郡,第1R,1号艇,4483 / A1 北野 輝季 愛知/愛知 37歳/52.8kg,38.29,53.14,52.8,-
2026-05-02,蒲郡,第1R,4号艇,5318 / B1 河内 一馬 愛知/愛知 25歳/54.2kg,32.69,44.23,54.2,-
2026-05-02,蒲郡,第1R,6号艇,5061 / B1 中村 駿平 愛知/愛知 28歳/52.1kg,33.14,48.84,52.1,-
2026-05-02,蒲郡,第1R,3号艇,5137 / B1 川原 涼 愛知/愛知 26歳/52.9kg,34.94,52.41,52.9,-
2026-05-02,蒲郡,第2R,6号艇,4960 / A1 黒野 元基 愛知/愛知 29歳/52.0kg,34.59,47.17,52.0,-
2026-05-02,蒲郡,第2R,1号艇,4989 / A2 石原 翼 静岡/静岡 28歳/52.0kg,45.51,61.80,52.0,-
2026-05-02,蒲郡,第2R,2号艇,3934 / B1 鋤柄 貴俊 愛知/愛知 49歳/52.0kg,46.91,60.82,52.0,-
2026-05-02,蒲郡,第3R,5号艇,4914 / A1 吉田 裕平 愛知/愛知 29歳/52.0kg,37.28,58.58,52.0,-
2026-05-02,蒲郡,第3R,4号艇,4681 / B1 太田 潮 愛知/愛知 35歳/51.0kg,39.20,56.25,51.0,-
2026-05-02,蒲郡,第3R,1号艇,5441 / B2 鈴木 雄登 愛知/愛知 20歳/50.0kg,37.74,53.46,50.0,-
2026-05-02,蒲郡,第4R,2号艇,5127 / B1 沼田 大都 愛知/広島 29歳/51.0kg,35.71,49.29,51.0,-
2026-05-02,蒲郡,第4R,1号艇,3550 / A2 都築 正治 愛知/愛知 54歳/51.5kg,34.20,50.26,51.5,-
2026-05-02,蒲郡,第4R,5号艇,5345 / B1 牧村 俊輝 愛知/岐阜 22歳/52.0kg,31.94,45.83,52.0,-
2026-05-02,蒲郡,第4R,3号艇,5068 / A1 前田 滉 愛知/愛知 26歳/51.0kg,36.13,52.36,51.0,-
2026-05-02,蒲郡,第5R,6号艇,4067 / A1 永井 源 愛知/福岡 46歳/52.7kg,28.48,45.03,52.7,-
2026-05-02,蒲郡,第5R,4号艇,4306 / A2 畔柳 俊吾 愛知/愛知 42歳/52.0kg,30.82,51.57,52.0,-
2026-05-02,蒲郡,第5R,5号艇,4229 / B1 市川 美宏 静岡/静岡 43歳/53.1kg,34.44,50.56,53.1,-
2026-05-02,蒲郡,第6R,2号艇,4516 / A2 野口 勝弘 愛知/愛知 39歳/50.5kg,30.43,48.91,50.5,-
2026-05-02,蒲郡,第6R,3号艇,3718 / B1 伊達 正利 静岡/静岡 51歳/55.1kg,36.47,54.71,55.1,-
2026-05-02,蒲郡,第6R,6号艇,4293 / A2 鈴木 智啓 愛知/愛知 40歳/58.5kg,30.43,42.75,58.5,-
2026-05-02,蒲郡,第6R,4号艇,3941 / A1 池田 浩二 愛知/愛知 48歳/52.1kg,35.23,47.67,52.1,-
2026-05-02,蒲郡,第7R,5号艇,3776 / B1 横井 健太 愛知/愛知 50歳/56.9kg,35.04,50.36,56.9,-
2026-05-02,蒲郡,第7R,6号艇,4910 / A1 中村 泰平 愛知/愛知 30歳/49.0kg,28.22,45.40,49.0,-
2026-05-02,蒲郡,第7R,2号艇,4786 / A1 佐藤 博亮 愛知/愛知 38歳/52.5kg,41.95,59.20,52.5,-
2026-05-02,蒲郡,第7R,1号艇,5082 / B1 一色 凌雅 愛知/愛知 27歳/57.8kg,33.33,48.43,57.8,-
2026-05-02,蒲郡,第7R,3号艇,5318 / B1 河内 一馬 愛知/愛知 25歳/54.2kg,32.69,44.23,54.2,-
2026-05-02,蒲郡,第8R,3号艇,3945 / B1 橋口 真樹 愛知/愛知 50歳/52.0kg,33.96,55.35,52.0,-
2026-05-02,蒲郡,第8R,4号艇,4074 / A1 柳沢 一 愛知/愛知 45歳/52.0kg,36.67,52.22,52.0,-
2026-05-02,蒲郡,第8R,6号艇,5345 / B1 牧村 俊輝 愛知/岐阜 22歳/52.0kg,31.94,45.83,52.0,-
2026-05-02,蒲郡,第8R,2号艇,5061 / B1 中村 駿平 愛知/愛知 28歳/52.1kg,33.14,48.84,52.1,-
2026-05-02,蒲郡,第9R,4号艇,3934 / B1 鋤柄 貴俊 愛知/愛知 49歳/52.0kg,46.91,60.82,52.0,-
2026-05-02,蒲郡,第9R,1号艇,5039 / A2 倉田 茂将 愛知/愛知 27歳/56.1kg,42.02,60.64,56.1,-
2026-05-02,蒲郡,第9R,5号艇,4527 / B1 高野 心吾 愛知/愛知 37歳/51.5kg,38.79,59.39,51.5,-
2026-05-02,蒲郡,第9R,3号艇,4914 / A1 吉田 裕平 愛知/愛知 29歳/52.0kg,37.28,58.58,52.0,-
2026-05-02,蒲郡,第10R,4号艇,5137 / B1 川原 涼 愛知/愛知 26歳/52.3kg,34.94,52.41,52.3,-
2026-05-02,蒲郡,第10R,1号艇,5068 / A1 前田 滉 愛知/愛知 26歳/51.0kg,36.13,52.36,51.0,-
2026-05-02,蒲郡,第10R,2号艇,3327 / A2 野長瀬 正孝 静岡/静岡 58歳/51.5kg,31.41,44.50,51.5,-
2026-05-02,蒲郡,第10R,3号艇,5319 / B1 近藤 颯斗 愛知/愛知 24歳/52.0kg,36.78,55.17,52.0,-
2026-05-02,蒲郡,第11R,4号艇,4035 / B1 杉江 浩明 愛知/愛知 47歳/51.5kg,34.83,58.43,51.5,-
2026-05-02,蒲郡,第11R,5号艇,3941 / A1 池田 浩二 愛知/愛知 48歳/52.1kg,35.23,47.67,52.1,-
2026-05-02,蒲郡,第11R,2号艇,3550 / A2 都築 正治 愛知/愛知 54歳/51.5kg,34.20,50.26,51.5,-
2026-05-02,蒲郡,第11R,1号艇,4786 / A1 佐藤 博亮 愛知/愛知 38歳/52.5kg,41.95,59.20,52.5,-
2026-05-02,蒲郡,第12R,6号艇,3988 / A2 古川 誠之 愛知/愛知 47歳/53.3kg,34.48,52.87,53.3,-
2026-05-02,蒲郡,第12R,5号艇,5127 / B1 沼田 大都 愛知/広島 29歳/51.0kg,35.71,49.29,51.0,-
2026-05-02,蒲郡,第12R,1号艇,4604 / A1 岩瀬 裕亮 愛知/愛知 37歳/52.0kg,33.71,54.29,52.0,-
2026-05-02,蒲郡,第12R,3号艇,4293 / A2 鈴木 智啓 愛知/愛知 40歳/58.5kg,30.43,42.75,58.5,-
2026-05-02,津,第1R,3号艇,4618 / B1 乃村 康友 三重/香川 43歳/53.3kg,46.94,67.35,53.3,-
2026-05-02,津,第1R,1号艇,5266 / B1 石田 勇斗 愛知/愛知 25歳/52.8kg,31.25,50.00,52.8,-
2026-05-02,津,第1R,4号艇,3852 / B1 澤 大介 三重/三重 53歳/52.0kg,31.11,40.00,52.0,-
2026-05-02,津,第2R,2号艇,4081 / B1 樋口 範政 愛知/愛知 47歳/54.1kg,30.19,41.51,54.1,-
2026-05-02,津,第2R,5号艇,3831 / B1 安藤 裕貴 愛知/愛知 51歳/52.8kg,29.79,46.81,52.8,-
2026-05-02,津,第2R,1号艇,4227 / A2 安達 裕樹 三重/三重 43歳/52.0kg,32.65,57.14,52.0,-
2026-05-02,津,第2R,3号艇,5425 / B2 西山 育 三重/三重 23歳/56.0kg,35.71,51.79,56.0,-
2026-05-02,津,第3R,6号艇,3268 / B1 森 竜也 三重/三重 60歳/52.8kg,33.33,43.48,52.8,-
2026-05-02,津,第3R,1号艇,4796 / A2 春園 功太 三重/三重 34歳/52.4kg,31.58,40.35,52.4,-
2026-05-02,津,第3R,4号艇,4856 / A1 豊田 健士郎 三重/三重 30歳/52.0kg,53.70,66.67,52.0,-
2026-05-02,津,第3R,2号艇,3630 / B2 黒田 誠司 静岡/静岡 56歳/53.4kg,51.35,64.86,53.4,-
2026-05-02,津,第3R,3号艇,4073 / A2 大橋 純一郎 静岡/静岡 45歳/52.1kg,34.55,47.27,52.1,-
2026-05-02,津,第4R,5号艇,4209 / B1 藤田 竜弘 静岡/静岡 43歳/57.6kg,36.54,50.00,57.6,-
2026-05-02,津,第4R,1号艇,5075 / A2 中島 秀治 滋賀/京都 30歳/53.4kg,32.08,50.94,53.4,-
2026-05-02,津,第4R,3号艇,4625 / B1 渡邊 裕貴 静岡/静岡 40歳/53.1kg,36.36,52.73,53.1,-
2026-05-02,津,第5R,2号艇,3591 / B2 後藤 孝義 静岡/静岡 57歳/52.3kg,36.00,56.00,52.3,-
2026-05-02,津,第5R,4号艇,4182 / B1 吉田 和仁 滋賀/京都 42歳/54.9kg,35.42,56.25,54.9,-
2026-05-02,津,第5R,5号艇,5383 / B2 中村 楓 三重/三重 21歳/52.6kg,36.36,49.09,52.6,-
2026-05-02,津,第6R,2号艇,3984 / A2 坂口 周 三重/三重 48歳/53.1kg,31.91,51.06,53.1,-
2026-05-02,津,第6R,4号艇,4626 / B1 伊藤 紘章 愛知/愛知 40歳/52.0kg,42.59,62.96,52.0,-
2026-05-02,津,第6R,3号艇,5430 / B2 鳥本 智史 三重/三重 22歳/52.0kg,47.27,65.45,52.0,-
2026-05-02,津,第6R,6号艇,4344 / A1 新田 雄史 三重/三重 41歳/53.1kg,27.91,48.84,53.1,-
2026-05-02,津,第7R,6号艇,5245 / B1 倉富 大誠 愛知/愛知 24歳/52.1kg,59.57,78.72,52.1,-
2026-05-02,津,第7R,4号艇,4073 / A2 大橋 純一郎 静岡/静岡 45歳/52.1kg,34.55,47.27,52.1,-
2026-05-02,津,第7R,2号艇,5098 / B1 大江 純 愛知/愛知 30歳/52.2kg,40.00,60.00,52.2,-
2026-05-02,津,第7R,1号艇,4579 / A1 中嶋 健一郎 三重/三重 36歳/52.0kg,29.09,45.45,52.0,-
2026-05-02,津,第8R,5号艇,4261 / A1 岡 祐臣 三重/三重 42歳/54.0kg,35.09,54.39,54.0,-
2026-05-02,津,第8R,4号艇,4081 / B1 樋口 範政 愛知/愛知 47歳/54.1kg,30.19,41.51,54.1,-
2026-05-02,津,第8R,1号艇,3968 / A2 茶谷 信次 滋賀/滋賀 49歳/52.0kg,27.78,42.59,52.0,-
2026-05-02,津,第8R,3号艇,3852 / B1 澤 大介 三重/三重 53歳/52.0kg,31.11,40.00,52.0,-
2026-05-02,津,第9R,3号艇,5323 / B1 香川 陽太 滋賀/京都 23歳/58.0kg,42.31,61.54,58.0,-
2026-05-02,津,第9R,6号艇,4754 / A1 松尾 充 三重/三重 37歳/52.0kg,35.00,41.67,52.0,-
2026-05-02,津,第9R,5号艇,5354 / B2 渡邊 雄斗 三重/宮崎 21歳/51.5kg,45.16,64.52,51.5,-
2026-05-02,津,第9R,4号艇,5256 / A1 中山 翔太 三重/三重 22歳/51.5kg,41.30,54.35,51.5,-
2026-05-02,津,第10R,3号艇,3831 / B1 安藤 裕貴 愛知/愛知 51歳/52.8kg,29.79,46.81,52.8,-
2026-05-02,津,第10R,1号艇,3392 / B1 小森 信雄 三重/三重 60歳/52.0kg,35.71,50.00,52.0,-
2026-05-02,津,第10R,4号艇,4344 / A1 新田 雄史 三重/三重 41歳/53.1kg,27.91,48.84,53.1,-
2026-05-02,津,第10R,2号艇,4962 / A2 畑 竜生 三重/三重 29歳/52.0kg,45.65,56.52,52.0,-
2026-05-02,津,第11R,4号艇,4824 / A1 松井 洪弥 三重/三重 33歳/52.0kg,39.06,62.50,52.0,-
2026-05-02,津,第11R,1号艇,3687 / B1 花田 和明 愛知/愛知 56歳/53.2kg,27.87,42.62,53.2,-
2026-05-02,津,第12R,2号艇,4156 / A2 浜野 孝志 三重/三重 45歳/56.7kg,30.19,47.17,56.7,-
2026-05-02,津,第12R,3号艇,4579 / A1 中嶋 健一郎 三重/三重 36歳/52.0kg,29.09,45.45,52.0,-
2026-05-02,津,第12R,1号艇,4625 / B1 渡邊 裕貴 静岡/静岡 40歳/53.1kg,36.36,52.73,53.1,-
2026-05-02,三国,第6R,6号艇,3692 / A2 竹腰 正樹 福井/石川 55歳/52.6kg,23.53,47.06,52.6,-
2026-05-02,三国,第7R,3号艇,5187 / B1 小坂 風太 福井/石川 25歳/56.2kg,39.29,53.57,56.2,-
2026-05-02,三国,第7R,2号艇,3891 / B1 谷口 健一 福井/福井 50歳/55.1kg,19.35,41.94,55.1,-
2026-05-02,三国,第8R,4号艇,4735 / B1 角山 雄哉 兵庫/兵庫 35歳/55.1kg,29.17,45.83,55.1,-
2026-05-02,三国,第8R,1号艇,4161 / A2 黒柳 浩孝 愛知/愛知 44歳/53.1kg,21.21,39.39,53.1,-
2026-05-02,三国,第8R,6号艇,4711 / B1 前出 達吉 福井/石川 36歳/50.0kg,44.44,59.26,50.0,-
2026-05-02,三国,第9R,5号艇,5282 / B1 中本 大樹 福井/石川 23歳/52.9kg,41.18,52.94,52.9,-
2026-05-02,三国,第9R,1号艇,4139 / B1 丹下 健 愛知/愛知 45歳/54.6kg,25.93,48.15,54.6,-
2026-05-02,三国,第9R,2号艇,4415 / A2 下出 卓矢 福井/石川 39歳/55.2kg,18.75,43.75,55.2,-
2026-05-02,三国,第10R,5号艇,4469 / A2 土山 卓也 福井/福井 39歳/55.0kg,53.57,67.86,55.0,-
2026-05-02,三国,第10R,3号艇,4298 / A1 宮下 元胤 愛知/愛知 43歳/53.4kg,29.03,41.94,53.4,-
2026-05-02,三国,第11R,3号艇,4066 / A1 東本 勝利 三重/三重 46歳/53.2kg,50.00,61.54,53.2,-
2026-05-02,三国,第11R,6号艇,4365 / B1 盛本 真輔 兵庫/兵庫 40歳/52.1kg,25.93,51.85,52.1,-
2026-05-02,三国,第11R,5号艇,3439 / A2 大平 誉史明 大阪/大阪 56歳/51.5kg,21.88,34.38,51.5,-
2026-05-02,三国,第11R,2号艇,5114 / A2 小林 孝彰 福井/石川 26歳/52.9kg,28.13,40.63,52.9,-
2026-05-02,三国,第11R,1号艇,4930 / A2 佐藤 悠 福井/石川 30歳/52.8kg,33.33,46.67,52.8,-
2026-05-02,三国,第12R,4号艇,3654 / A1 武田 光史 福井/福井 52歳/52.3kg,31.43,45.71,52.3,-
2026-05-02,三国,第12R,5号艇,3388 / A1 今垣 光太郎 福井/石川 56歳/52.1kg,25.00,47.22,52.1,-
2026-05-02,三国,第12R,2号艇,4061 / A1 萩原 秀人 福井/福井 46歳/52.3kg,50.00,66.67,52.3,-
2026-05-02,三国,第12R,1号艇,3833 / A1 中辻 博訓 福井/福井 51歳/53.6kg,43.75,65.63,53.6,-
2026-05-02,鳴門,第1R,3号艇,5334 / B1 樫葉 新心 徳島/徳島 21歳/46.0kg,0.00,16.67,46.0,-
2026-05-02,鳴門,第1R,1号艇,5204 / B2 宇恵 有香 三重/三重 29歳/46.5kg,37.50,62.50,46.5,-
2026-05-02,鳴門,第1R,2号艇,3289 / B1 高橋 淳美 大阪/岡山 62歳/45.0kg,0.00,0.00,45.0,-
2026-05-02,鳴門,第2R,2号艇,3778 / B1 安達 美帆 埼玉/埼玉 50歳/47.0kg,30.00,40.00,47.0,-
2026-05-02,鳴門,第2R,1号艇,4246 / B1 喜多 那由夏 静岡/静岡 44歳/48.4kg,28.57,42.86,48.4,-
2026-05-02,鳴門,第3R,4号艇,4419 / B1 原 加央理 埼玉/埼玉 38歳/45.5kg,50.00,70.00,45.5,-
2026-05-02,鳴門,第3R,1号艇,5305 / B1 伊藤 栞 愛知/愛知 22歳/56.5kg,55.56,77.78,56.5,-
2026-05-02,鳴門,第3R,2号艇,4473 / A2 藤堂 里香 福井/福井 38歳/45.5kg,40.00,50.00,45.5,-
2026-05-02,鳴門,第3R,3号艇,3470 / B1 新田 芳美 徳島/徳島 56歳/46.5kg,30.00,40.00,46.5,-
2026-05-02,鳴門,第3R,6号艇,4098 / B1 赤澤 文香 岡山/岡山 44歳/47.6kg,25.00,50.00,47.6,-
2026-05-02,鳴門,第4R,4号艇,4909 / B1 薮内 瑞希 岡山/岡山 30歳/44.5kg,85.71,85.71,44.5,-
2026-05-02,鳴門,第4R,5号艇,5140 / B1 吉田 彩乃 静岡/静岡 25歳/47.4kg,30.00,50.00,47.4,-
2026-05-02,鳴門,第4R,6号艇,5272 / B1 松田 真実 愛知/愛知 24歳/47.0kg,28.57,28.57,47.0,-
2026-05-02,鳴門,第4R,2号艇,4372 / A2 原田 佑実 大阪/愛知 38歳/46.0kg,16.67,33.33,46.0,-
2026-05-02,鳴門,第5R,3号艇,4680 / B1 後藤 美翼 東京/東京 36歳/47.0kg,50.00,66.67,47.0,-
2026-05-02,鳴門,第5R,4号艇,5296 / B1 永田 楽 愛知/愛知 23歳/46.5kg,10.00,40.00,46.5,-
2026-05-02,鳴門,第5R,5号艇,5367 / B2 赤松 咲香 徳島/高知 24歳/50.4kg,16.67,50.00,50.4,-
2026-05-02,鳴門,第5R,2号艇,5204 / B2 宇恵 有香 三重/三重 29歳/46.5kg,37.50,62.50,46.5,-
