日付,場,レース,枠番,選手情報,当地勝率,当地2連対率,モーター2連対率,着順
2026-05-02,鳴門,第6R,4号艇,3289 / B1 高橋 淳美 大阪/岡山 62歳/45.0kg,0.00,0.00,45.0,-
2026-05-02,鳴門,第6R,3号艇,4924 / B1 中北 涼 長崎/愛知 33歳/47.9kg,0.00,25.00,47.9,-
2026-05-02,鳴門,第6R,6号艇,4045 / B1 佐々木 裕美 山口/山口 46歳/48.1kg,14.29,28.57,48.1,-
2026-05-02,鳴門,第7R,3号艇,4878 / B1 西岡 育未 徳島/徳島 31歳/47.0kg,16.67,33.33,47.0,-
2026-05-02,鳴門,第7R,1号艇,3900 / A1 香川 素子 滋賀/大阪 49歳/47.1kg,28.57,28.57,47.1,-
2026-05-02,鳴門,第7R,4号艇,3604 / B1 武藤 綾子 福岡/福岡 55歳/47.3kg,20.00,30.00,47.3,-
2026-05-02,鳴門,第8R,2号艇,4678 / B1 水野 望美 愛知/愛知 37歳/46.0kg,44.44,55.56,46.0,-
2026-05-02,鳴門,第8R,4号艇,4501 / A2 樋口 由加里 岡山/岡山 38歳/46.0kg,10.00,30.00,46.0,-
2026-05-02,鳴門,第8R,6号艇,3704 / B1 本部 めぐみ 三重/神奈川 52歳/46.0kg,37.50,37.50,46.0,-
2026-05-02,鳴門,第8R,3号艇,4419 / B1 原 加央理 埼玉/埼玉 38歳/45.5kg,50.00,70.00,45.5,-
2026-05-02,鳴門,第9R,3号艇,4473 / A2 藤堂 里香 福井/福井 38歳/45.5kg,40.00,50.00,45.5,-
2026-05-02,鳴門,第9R,4号艇,4246 / B1 喜多 那由夏 静岡/静岡 44歳/48.4kg,28.57,42.86,48.4,-
2026-05-02,鳴門,第9R,2号艇,4283 / B1 石井 裕美 東京/千葉 42歳/49.2kg,20.00,40.00,49.2,-
2026-05-02,鳴門,第9R,1号艇,4373 / A1 若狭 奈美子 岡山/岡山 37歳/47.0kg,20.00,20.00,47.0,-
2026-05-02,鳴門,第10R,2号艇,4689 / A2 豊田 結 静岡/静岡 32歳/52.4kg,25.00,25.00,52.4,-
2026-05-02,鳴門,第10R,5号艇,3932 / B1 池田 浩美 静岡/静岡 49歳/51.0kg,26.32,63.16,51.0,-
2026-05-02,鳴門,第10R,4号艇,5305 / B1 伊藤 栞 愛知/愛知 22歳/56.5kg,55.56,77.78,56.5,-
2026-05-02,鳴門,第11R,6号艇,4224 / A2 大橋 栄里佳 福岡/福岡 44歳/48.3kg,54.55,72.73,48.3,-
2026-05-02,鳴門,第11R,5号艇,4098 / B1 赤澤 文香 岡山/岡山 44歳/47.6kg,25.00,50.00,47.6,-
2026-05-02,鳴門,第11R,2号艇,4924 / B1 中北 涼 長崎/愛知 33歳/47.9kg,0.00,25.00,47.9,-
2026-05-02,鳴門,第11R,1号艇,5296 / B1 永田 楽 愛知/愛知 23歳/46.5kg,10.00,40.00,46.5,-
2026-05-02,鳴門,第12R,1号艇,5069 / B1 山崎 小葉音 群馬/徳島 25歳/44.0kg,37.50,75.00,44.0,-
2026-05-02,鳴門,第12R,6号艇,4974 / A1 安井 瑞紀 岡山/岡山 32歳/47.4kg,36.36,54.55,47.4,-
2026-05-02,鳴門,第12R,3号艇,5230 / B2 石原 凪紗 愛知/岐阜 22歳/45.5kg,66.67,83.33,45.5,-
2026-05-02,鳴門,第12R,4号艇,4275 / B2 菅野 はやか 広島/広島 43歳/51.6kg,57.14,71.43,51.6,-
2026-05-02,児島,第6R,3号艇,5111 / B2 三村 岳人 岡山/岡山 26歳/51.0kg,36.70,54.13,51.0,-
2026-05-02,児島,第7R,3号艇,4762 / A1 藤原 啓史朗 岡山/岡山 36歳/50.5kg,33.96,49.06,50.5,-
2026-05-02,児島,第7R,2号艇,3663 / A2 木山 和幸 広島/広島 56歳/50.5kg,33.01,49.51,50.5,-
2026-05-02,児島,第8R,4号艇,3746 / A2 岡瀬 正人 岡山/岡山 51歳/52.3kg,30.19,46.23,52.3,-
2026-05-02,児島,第8R,1号艇,4054 / B1 福嶋 智之 岡山/岡山 48歳/53.0kg,37.74,50.94,53.0,-
2026-05-02,児島,第9R,4号艇,4853 / B2 前原 哉 岡山/岡山 31歳/46.0kg,34.26,52.78,46.0,-
2026-05-02,児島,第9R,1号艇,5373 / B2 諏訪 玲奈 岡山/岡山 23歳/47.0kg,37.96,53.70,47.0,-
2026-05-02,児島,第10R,5号艇,3908 / A1 重成 一人 香川/香川 47歳/56.7kg,32.71,49.53,56.7,-
2026-05-02,児島,第10R,4号艇,4672 / B1 守屋 大地 岡山/岡山 40歳/52.0kg,37.74,53.77,52.0,-
2026-05-02,児島,第10R,6号艇,4441 / A2 末永 由楽 岡山/岡山 39歳/52.8kg,31.73,44.23,52.8,-
2026-05-02,児島,第10R,2号艇,5134 / B1 大原 祥昌 広島/広島 26歳/53.5kg,34.62,46.15,53.5,-
2026-05-02,児島,第11R,4号艇,3685 / B1 荒井 輝年 岡山/岡山 52歳/54.6kg,43.24,57.66,54.6,-
2026-05-02,児島,第11R,5号艇,4172 / A2 森定 晃史 岡山/岡山 43歳/51.5kg,46.53,60.40,51.5,-
2026-05-02,児島,第11R,1号艇,5217 / A1 藤原 碧生 岡山/岡山 26歳/51.0kg,35.45,50.00,51.0,-
2026-05-02,児島,第11R,3号艇,4089 / A2 妹尾 忠幸 岡山/岡山 45歳/54.3kg,38.68,48.11,54.3,-
2026-05-02,児島,第12R,5号艇,3822 / A1 平尾 崇典 岡山/岡山 53歳/49.5kg,33.03,59.63,49.5,-
2026-05-02,児島,第12R,6号艇,4370 / A1 山口 達也 岡山/岡山 39歳/54.1kg,33.33,46.30,54.1,-
2026-05-02,児島,第12R,2号艇,4762 / A1 藤原 啓史朗 岡山/岡山 36歳/50.5kg,33.96,49.06,50.5,-
2026-05-02,若松,第1R,3号艇,4697 / B1 國弘 翔平 福岡/福岡 39歳/48.5kg,39.47,53.68,48.5,-
2026-05-02,若松,第1R,5号艇,5303 / B1 土井 歩夢 福岡/福岡 23歳/52.0kg,36.32,51.74,52.0,-
2026-05-02,若松,第1R,6号艇,3853 / B1 岩崎 正哉 福岡/福岡 53歳/52.6kg,31.34,49.75,52.6,-
2026-05-02,若松,第2R,2号艇,4632 / B1 長尾 京志郎 福岡/福岡 37歳/52.0kg,31.75,46.56,52.0,-
2026-05-02,若松,第2R,5号艇,3742 / B1 宮地 秀祈 福岡/福岡 51歳/52.0kg,27.94,45.59,52.0,-
2026-05-02,若松,第2R,1号艇,4364 / A1 池永 太 福岡/宮崎 41歳/52.1kg,46.23,68.34,52.1,-
2026-05-02,若松,第2R,4号艇,4346 / B1 前田 健太郎 福岡/福岡 41歳/55.4kg,37.89,51.05,55.4,-
2026-05-02,若松,第3R,5号艇,5073 / A2 上原 健次郎 福岡/沖縄 30歳/52.5kg,38.19,54.27,52.5,-
2026-05-02,若松,第3R,4号艇,3869 / B1 井芹 大志 福岡/熊本 50歳/54.3kg,35.53,54.82,54.3,-
2026-05-02,若松,第3R,2号艇,4136 / A1 江夏 満 福岡/福岡 45歳/51.5kg,29.17,46.35,51.5,-
2026-05-02,若松,第3R,1号艇,4413 / A2 水摩 敦 福岡/福岡 39歳/51.5kg,31.79,52.31,51.5,-
2026-05-02,若松,第4R,4号艇,5207 / B1 高山 敬悟 福岡/福岡 28歳/52.0kg,31.05,45.26,52.0,-
2026-05-02,若松,第4R,6号艇,4566 / A1 塩田 北斗 福岡/福岡 38歳/53.4kg,31.12,47.45,53.4,-
2026-05-02,若松,第4R,1号艇,5022 / B1 伊藤 尚汰 福岡/福岡 31歳/50.0kg,34.67,49.25,50.0,-
2026-05-02,若松,第4R,3号艇,3898 / A1 平田 忠則 福岡/福岡 49歳/53.5kg,35.23,54.40,53.5,-
2026-05-02,若松,第5R,2号艇,5160 / A2 藤森 陸斗 福岡/福岡 27歳/52.0kg,38.00,53.00,52.0,-
2026-05-02,若松,第5R,6号艇,3853 / B1 岩崎 正哉 福岡/福岡 53歳/52.6kg,31.34,49.75,52.6,-
2026-05-02,若松,第6R,4号艇,5138 / B2 村本 大成 福岡/福岡 26歳/53.0kg,28.50,46.00,53.0,-
2026-05-02,若松,第6R,5号艇,5398 / B1 鐘ヶ江 真司 福岡/福岡 24歳/52.0kg,30.00,46.00,52.0,-
2026-05-02,若松,第6R,6号艇,5012 / A2 加倉 侑征 福岡/福岡 28歳/52.0kg,35.08,52.88,52.0,-
2026-05-02,若松,第6R,3号艇,5177 / B1 松井 貫太 福岡/福岡 29歳/52.0kg,34.52,50.25,52.0,-
2026-05-02,若松,第6R,2号艇,3783 / A1 瓜生 正義 福岡/福岡 50歳/52.4kg,32.31,53.85,52.4,-
2026-05-02,若松,第7R,6号艇,5008 / B1 羽野 諒 福岡/福岡 29歳/52.6kg,32.11,51.05,52.6,-
2026-05-02,若松,第7R,1号艇,3662 / B1 大庭 元明 福岡/福岡 56歳/55.5kg,31.91,51.60,55.5,-
2026-05-02,若松,第7R,2号艇,4350 / A1 篠崎 元志 福岡/福岡 40歳/52.0kg,40.00,55.50,52.0,-
2026-05-02,若松,第7R,4号艇,4607 / A2 鶴田 勇雄 福岡/福岡 37歳/52.3kg,36.18,51.26,52.3,-
2026-05-02,若松,第8R,6号艇,4614 / A1 石倉 洋行 福岡/福岡 46歳/52.8kg,32.50,50.00,52.8,-
2026-05-02,若松,第8R,4号艇,4942 / A2 柴田 朋哉 福岡/福岡 35歳/53.2kg,43.16,58.42,53.2,-
2026-05-02,若松,第8R,1号艇,4272 / B1 大場 広孝 福岡/福岡 44歳/55.2kg,32.62,48.66,55.2,-
2026-05-02,若松,第9R,6号艇,5303 / B1 土井 歩夢 福岡/福岡 23歳/50.5kg,36.32,51.74,50.5,-
2026-05-02,若松,第9R,5号艇,5009 / B1 大賀 龍之介 福岡/福岡 29歳/52.9kg,31.22,45.50,52.9,-
2026-05-02,若松,第9R,3号艇,3742 / B1 宮地 秀祈 福岡/福岡 51歳/52.0kg,27.94,45.59,52.0,-
2026-05-02,若松,第9R,2号艇,4566 / A1 塩田 北斗 福岡/福岡 38歳/53.2kg,31.12,47.45,53.2,-
2026-05-02,若松,第10R,2号艇,4102 / A1 益田 啓司 福岡/大分 47歳/52.0kg,38.86,57.51,52.0,-
2026-05-02,若松,第10R,5号艇,4545 / A1 岡村 慶太 福岡/福岡 38歳/53.0kg,30.57,47.67,53.0,-
2026-05-02,若松,第10R,4号艇,4632 / B1 長尾 京志郎 福岡/福岡 37歳/52.0kg,31.75,46.56,52.0,-
2026-05-02,若松,第11R,3号艇,4737 / A2 竹井 貴史 福岡/福岡 34歳/52.4kg,36.46,55.21,52.4,-
2026-05-02,若松,第11R,6号艇,4287 / A1 今井 貴士 福岡/福岡 41歳/55.7kg,38.97,54.87,55.7,-
2026-05-02,若松,第11R,1号艇,5105 / B1 富田 恕生 福岡/静岡 27歳/52.1kg,33.33,46.88,52.1,-
2026-05-02,若松,第11R,4号艇,4697 / B1 國弘 翔平 福岡/福岡 39歳/48.5kg,39.47,53.68,48.5,-
2026-05-02,若松,第12R,4号艇,4364 / A1 池永 太 福岡/宮崎 41歳/52.1kg,46.23,68.34,52.1,-
2026-05-02,若松,第12R,1号艇,5160 / A2 藤森 陸斗 福岡/福岡 27歳/52.0kg,38.00,53.00,52.0,-
2026-05-02,若松,第12R,6号艇,4942 / A2 柴田 朋哉 福岡/福岡 35歳/53.2kg,43.16,58.42,53.2,-
2026-05-02,福岡,第1R,2号艇,4932 / A1 新開 航 福岡/福岡 30歳/52.0kg,48.72,71.79,52.0,-
2026-05-02,福岡,第1R,4号艇,5192 / A2 中尾 優香 福岡/沖縄 24歳/47.7kg,22.86,40.00,47.7,-
2026-05-02,福岡,第1R,5号艇,5268 / B1 山本 幸也 福岡/福岡 25歳/54.8kg,38.46,56.41,54.8,-
2026-05-02,福岡,第2R,4号艇,4363 / A2 大野 芳顕 福岡/福岡 41歳/53.3kg,26.32,52.63,53.3,-
2026-05-02,福岡,第2R,2号艇,4588 / A2 田中 京介 福岡/福岡 35歳/54.1kg,36.84,50.00,54.1,-
2026-05-02,福岡,第2R,3号艇,4487 / B1 三原 司 福岡/福岡 39歳/52.9kg,32.50,52.50,52.9,-
2026-05-02,福岡,第3R,3号艇,4899 / B1 占部 一真 福岡/福岡 34歳/52.0kg,44.19,72.09,52.0,-
2026-05-02,福岡,第3R,1号艇,4892 / B1 柴田 直哉 福岡/福岡 35歳/52.2kg,15.63,18.75,52.2,-
2026-05-02,福岡,第3R,5号艇,4236 / A1 松村 敏 福岡/熊本 42歳/52.5kg,31.71,48.78,52.5,-
2026-05-02,福岡,第4R,2号艇,4522 / A1 古澤 光紀 福岡/福岡 38歳/53.3kg,37.04,48.15,53.3,-
2026-05-02,福岡,第4R,5号艇,4640 / A2 山ノ内 雅人 福岡/福岡 35歳/52.0kg,22.73,36.36,52.0,-
2026-05-02,福岡,第4R,6号艇,5258 / B1 仲本 舜 福岡/沖縄 20歳/52.1kg,39.22,50.98,52.1,-
2026-05-02,福岡,第4R,1号艇,5274 / B1 城間 盛渚 福岡/沖縄 24歳/52.0kg,41.03,61.54,52.0,-
2026-05-02,福岡,第5R,2号艇,4424 / A2 松尾 昂明 福岡/福岡 40歳/52.2kg,39.02,56.10,52.2,-
2026-05-02,福岡,第5R,1号艇,5268 / B1 山本 幸也 福岡/福岡 25歳/54.8kg,38.46,56.41,54.8,-
2026-05-02,福岡,第5R,3号艇,5409 / B2 宮本 琉正 福岡/沖縄 20歳/55.4kg,0.00,11.76,55.4,-
2026-05-02,福岡,第5R,6号艇,4079 / A2 出畑 孝典 福岡/福岡 47歳/52.0kg,8.57,14.29,52.0,-
2026-05-02,福岡,第6R,5号艇,4679 / A1 植田 太一 福岡/福岡 36歳/56.0kg,40.00,57.50,56.0,-
2026-05-02,福岡,第6R,6号艇,5338 / B1 香月 大輝 福岡/福岡 25歳/52.0kg,43.59,58.97,52.0,-
2026-05-02,福岡,第6R,1号艇,4023 / B1 柴田 友和 福岡/福岡 48歳/52.0kg,28.95,39.47,52.0,-
2026-05-02,福岡,第6R,4号艇,4256 / A1 渡辺 浩司 福岡/大分 42歳/52.2kg,27.03,43.24,52.2,-
2026-05-02,福岡,第7R,5号艇,4487 / B1 三原 司 福岡/福岡 39歳/52.9kg,32.50,52.50,52.9,-
2026-05-02,福岡,第7R,3号艇,5244 / B1 黒田 剛 福岡/福岡 25歳/52.0kg,39.47,55.26,52.0,-
2026-05-02,福岡,第7R,1号艇,4892 / B1 柴田 直哉 福岡/福岡 35歳/52.2kg,15.63,18.75,52.2,-
2026-05-02,福岡,第8R,1号艇,4588 / A2 田中 京介 福岡/福岡 35歳/54.1kg,36.84,50.00,54.1,-
2026-05-02,福岡,第8R,3号艇,5158 / A2 宮脇 遼太 福岡/福岡 28歳/52.2kg,40.00,57.50,52.2,-
2026-05-02,福岡,第8R,2号艇,5276 / B1 大島 隆乃介 福岡/福岡 24歳/51.0kg,13.51,32.43,51.0,-
2026-05-02,福岡,第9R,4号艇,5144 / B1 中尾 彩香 福岡/沖縄 24歳/47.2kg,22.22,33.33,47.2,-
2026-05-02,福岡,第9R,1号艇,5277 / B1 井上 未都 福岡/福岡 23歳/46.5kg,30.95,47.62,46.5,-
2026-05-02,福岡,第9R,2号艇,5198 / B1 奥村 明日香 福岡/福岡 24歳/43.5kg,27.78,33.33,43.5,-
2026-05-02,福岡,第9R,3号艇,4773 / A2 中川 りな 福岡/福岡 32歳/50.2kg,43.90,60.98,50.2,-
2026-05-02,福岡,第10R,3号艇,4122 / A2 安東 幸治 福岡/福岡 44歳/53.4kg,34.21,50.00,53.4,-
2026-05-02,福岡,第10R,2号艇,4424 / A2 松尾 昂明 福岡/福岡 40歳/52.2kg,39.02,56.10,52.2,-
2026-05-02,福岡,第10R,1号艇,3747 / B1 國崎 良春 福岡/福岡 51歳/52.0kg,33.33,50.00,52.0,-
2026-05-02,福岡,第10R,4号艇,4679 / A1 植田 太一 福岡/福岡 36歳/56.0kg,40.00,57.50,56.0,-
2026-05-02,福岡,第10R,6号艇,5286 / B1 坂井 滉哉 福岡/福岡 26歳/51.0kg,47.06,55.88,51.0,-
2026-05-02,福岡,第11R,4号艇,4079 / A2 出畑 孝典 福岡/福岡 47歳/52.0kg,8.57,14.29,52.0,-
2026-05-02,福岡,第11R,2号艇,5092 / A2 篠原 晟弥 福岡/福岡 25歳/52.0kg,35.90,58.97,52.0,-
2026-05-02,福岡,第11R,1号艇,5338 / B1 香月 大輝 福岡/福岡 25歳/52.0kg,43.59,58.97,52.0,-
2026-05-02,福岡,第11R,6号艇,4234 / B1 野相 弘司 福岡/福岡 42歳/55.4kg,21.95,39.02,55.4,-
2026-05-02,福岡,第12R,6号艇,4848 / A1 仲谷 颯仁 福岡/福岡 31歳/52.1kg,18.60,44.19,52.1,-
2026-05-02,福岡,第12R,3号艇,4958 / A2 溝口 海義也 福岡/福岡 30歳/55.4kg,38.46,58.97,55.4,-
2026-05-02,福岡,第12R,2号艇,4236 / A1 松村 敏 福岡/熊本 42歳/52.5kg,31.71,48.78,52.5,-
2026-05-02,福岡,第12R,1号艇,4522 / A1 古澤 光紀 福岡/福岡 38歳/53.3kg,37.04,48.15,53.3,-
2026-05-02,唐津,第1R,4号艇,4027 / B1 松江 秀徳 佐賀/佐賀 48歳/52.6kg,21.88,43.75,52.6,-
2026-05-02,唐津,第1R,6号艇,4874 / B1 池田 奈津美 福岡/福岡 32歳/51.1kg,50.00,69.57,51.1,-
2026-05-02,唐津,第1R,2号艇,5389 / B2 恵良 琴美 福岡/福岡 18歳/43.5kg,56.00,72.00,43.5,-
2026-05-02,唐津,第2R,4号艇,3784 / B1 中島 友和 佐賀/佐賀 49歳/52.5kg,27.78,50.00,52.5,-
2026-05-02,唐津,第2R,3号艇,5121 / A1 定松 勇樹 佐賀/福岡 24歳/52.4kg,29.73,48.65,52.4,-
2026-05-02,唐津,第2R,2号艇,5428 / B2 古園井 綾南 佐賀/福岡 23歳/49.2kg,45.16,61.29,49.2,-
2026-05-02,唐津,第2R,6号艇,4947 / B1 間庭 菜摘 福岡/福岡 33歳/47.0kg,44.74,57.89,47.0,-
2026-05-02,唐津,第3R,3号艇,5307 / B1 富永 夏哉人 佐賀/佐賀 22歳/51.5kg,32.43,48.65,51.5,-
2026-05-02,唐津,第3R,4号艇,4294 / A1 古賀 繁輝 佐賀/佐賀 39歳/54.9kg,28.13,46.88,54.9,-
2026-05-02,唐津,第3R,5号艇,4803 / B1 飯田 庄吾 福岡/福岡 32歳/54.3kg,40.48,57.14,54.3,-
2026-05-02,唐津,第3R,2号艇,5240 / B1 高橋 龍治 福岡/福岡 25歳/54.4kg,46.15,65.38,54.4,-
2026-05-02,唐津,第4R,4号艇,5084 / A1 末永 和也 佐賀/佐賀 27歳/52.0kg,35.14,48.65,52.0,-
2026-05-02,唐津,第4R,1号艇,3773 / B1 津留 浩一郎 長崎/長崎 51歳/56.6kg,59.26,62.96,56.6,-
2026-05-02,唐津,第4R,5号艇,4994 / A1 山本 梨菜 佐賀/佐賀 28歳/47.0kg,45.83,54.17,47.0,-
2026-05-02,唐津,第4R,2号艇,4143 / B1 浦田 晃嗣 佐賀/佐賀 44歳/56.0kg,41.18,64.71,56.0,-
2026-05-02,唐津,第4R,6号艇,4969 / B1 町田 洸希 長崎/長崎 34歳/52.0kg,32.14,50.00,52.0,-
2026-05-02,唐津,第5R,2号艇,3964 / B1 宮地 博士 長崎/長崎 47歳/52.3kg,22.58,32.26,52.3,-
2026-05-02,唐津,第5R,4号艇,3809 / B1 吉田 光 佐賀/佐賀 50歳/51.0kg,36.11,52.78,51.0,-
2026-05-02,唐津,第5R,3号艇,4515 / A2 藤田 浩人 佐賀/佐賀 39歳/52.4kg,22.22,44.44,52.4,-
2026-05-02,唐津,第6R,2号艇,4006 / B1 小野 勇作 佐賀/佐賀 47歳/50.5kg,24.32,43.24,50.5,-
2026-05-02,唐津,第6R,1号艇,5142 / A1 常住 蓮 佐賀/佐賀 25歳/51.0kg,31.43,54.29,51.0,-
2026-05-02,唐津,第6R,4号艇,3617 / B1 竹田 広樹 佐賀/佐賀 52歳/52.3kg,29.41,47.06,52.3,-
2026-05-02,唐津,第6R,6号艇,5451 / B2 知念 伶奈 佐賀/沖縄 20歳/46.0kg,36.11,63.89,46.0,-
2026-05-02,唐津,第7R,4号艇,4196 / B1 田中 太一郎 佐賀/佐賀 44歳/52.0kg,38.89,50.00,52.0,-
2026-05-02,唐津,第7R,3号艇,4164 / B1 岩永 節也 長崎/長崎 44歳/51.5kg,29.73,54.05,51.5,-
2026-05-02,唐津,第7R,5号艇,4294 / A1 古賀 繁輝 佐賀/佐賀 39歳/54.9kg,28.13,46.88,54.9,-
2026-05-02,唐津,第7R,6号艇,5389 / B2 恵良 琴美 福岡/福岡 18歳/43.5kg,56.00,72.00,43.5,-
2026-05-02,唐津,第8R,4号艇,4624 / A1 高田 明 佐賀/佐賀 41歳/50.5kg,41.03,58.97,50.5,-
2026-05-02,唐津,第8R,1号艇,4143 / B1 浦田 晃嗣 佐賀/佐賀 44歳/56.0kg,41.18,64.71,56.0,-
2026-05-02,唐津,第8R,6号艇,4500 / A1 山田 康二 佐賀/佐賀 38歳/54.2kg,25.93,44.44,54.2,-
2026-05-02,唐津,第8R,3号艇,4874 / B1 池田 奈津美 福岡/福岡 32歳/51.1kg,50.00,69.57,51.1,-
2026-05-02,唐津,第8R,2号艇,3784 / B1 中島 友和 佐賀/佐賀 49歳/52.5kg,27.78,50.00,52.5,-
2026-05-02,唐津,第9R,2号艇,3459 / B1 中野 和裕 佐賀/佐賀 59歳/53.6kg,42.86,53.57,53.6,-
2026-05-02,唐津,第9R,5号艇,3998 / B1 冨成 謙児 佐賀/佐賀 46歳/51.5kg,34.48,51.72,51.5,-
2026-05-02,唐津,第9R,1号艇,5412 / B2 久保田 凪紗 佐賀/福岡 20歳/43.5kg,19.44,55.56,43.5,-
2026-05-02,唐津,第10R,2号艇,4445 / A1 宮地 元輝 佐賀/佐賀 39歳/53.6kg,31.43,45.71,53.6,-
2026-05-02,唐津,第10R,4号艇,4803 / B1 飯田 庄吾 福岡/福岡 32歳/54.3kg,40.48,57.14,54.3,-
2026-05-02,唐津,第10R,1号艇,4006 / B1 小野 勇作 佐賀/佐賀 47歳/50.5kg,24.32,43.24,50.5,-
2026-05-02,唐津,第11R,4号艇,4531 / A2 武富 智亮 佐賀/佐賀 37歳/52.0kg,34.29,57.14,52.0,-
2026-05-02,唐津,第11R,1号艇,4092 / B1 岡部 大輔 佐賀/佐賀 45歳/52.1kg,13.79,24.14,52.1,-
2026-05-02,唐津,第11R,3号艇,5084 / A1 末永 和也 佐賀/佐賀 27歳/52.2kg,35.14,48.65,52.2,-
2026-05-02,唐津,第11R,6号艇,3964 / B1 宮地 博士 長崎/長崎 47歳/53.3kg,22.58,32.26,53.3,-
2026-05-02,唐津,第12R,3号艇,4969 / B1 町田 洸希 長崎/長崎 34歳/52.0kg,32.14,50.00,52.0,-
2026-05-02,唐津,第12R,1号艇,4652 / A2 酒見 峻介 佐賀/兵庫 40歳/51.5kg,44.83,62.07,51.5,-
2026-05-02,唐津,第12R,4号艇,4503 / A1 上野 真之介 佐賀/佐賀 38歳/52.0kg,43.24,62.16,52.0,-
2026-05-02,桐生,第1R,3号艇,5283 / B1 植木 美帆 東京/東京 22歳/47.0kg,36.00,51.00,47.0,-
2026-05-02,桐生,第1R,6号艇,3482 / A2 金子 猛志 群馬/群馬 55歳/56.3kg,41.05,54.74,56.3,-
2026-05-02,桐生,第1R,5号艇,5377 / B1 鳥居塚 嶺王 群馬/群馬 22歳/50.0kg,41.41,51.52,50.0,-
2026-05-02,桐生,第1R,1号艇,4539 / A1 金子 賢志 群馬/群馬 35歳/52.0kg,35.35,50.51,52.0,-
2026-05-02,桐生,第2R,2号艇,5100 / B1 栗原 一馬 群馬/群馬 29歳/54.8kg,36.73,62.24,54.8,-
2026-05-02,桐生,第2R,6号艇,4819 / A2 蜂須 瑞生 群馬/群馬 34歳/47.0kg,34.74,49.47,47.0,-
2026-05-02,桐生,第2R,4号艇,3655 / A2 本橋 克洋 群馬/群馬 52歳/53.3kg,30.00,46.00,53.3,-
2026-05-02,桐生,第2R,3号艇,5361 / B2 植竹 玲奈 東京/神奈川 19歳/49.1kg,46.08,58.82,49.1,-
2026-05-02,桐生,第3R,4号艇,5216 / A2 長谷川 晴哉 群馬/群馬 26歳/52.3kg,31.31,41.41,52.3,-
2026-05-02,桐生,第3R,5号艇,5234 / A2 塚越 海斗 群馬/群馬 27歳/52.2kg,35.42,55.21,52.2,-
2026-05-02,桐生,第3R,1号艇,4987 / B1 島倉 都 群馬/新潟 29歳/49.0kg,34.41,50.54,49.0,-
2026-05-02,桐生,第4R,2号艇,4645 / A1 上村 純一 群馬/千葉 45歳/52.0kg,29.47,46.32,52.0,-
2026-05-02,桐生,第4R,4号艇,3406 / A2 中里 英夫 群馬/栃木 57歳/52.8kg,40.00,57.00,52.8,-
2026-05-02,桐生,第4R,5号艇,5320 / B1 岩崎 麗子 群馬/群馬 24歳/47.8kg,36.36,56.57,47.8,-
2026-05-02,桐生,第5R,6号艇,3475 / B1 橋本 久和 群馬/群馬 55歳/52.0kg,32.63,57.89,52.0,-
2026-05-02,桐生,第5R,5号艇,4238 / B2 毒島 誠 群馬/群馬 42歳/52.0kg,43.75,63.54,52.0,-
2026-05-02,桐生,第5R,2号艇,4809 / A2 外崎 悟 埼玉/埼玉 37歳/52.0kg,32.67,44.55,52.0,-
2026-05-02,桐生,第5R,4号艇,4305 / A1 金子 拓矢 群馬/栃木 42歳/52.0kg,29.41,47.06,52.0,-
2026-05-02,桐生,第6R,6号艇,4887 / B1 富澤 祐作 群馬/群馬 39歳/53.4kg,36.00,57.00,53.4,-
2026-05-02,桐生,第6R,5号艇,3827 / B1 今泉 徹 群馬/群馬 52歳/52.0kg,39.18,55.67,52.0,-
2026-05-02,桐生,第6R,3号艇,3889 / B1 須藤 隆雄 群馬/栃木 51歳/53.6kg,33.66,52.48,53.6,-
2026-05-02,桐生,第7R,3号艇,3973 / B1 崎 利仁 群馬/栃木 49歳/52.1kg,44.09,58.06,52.1,-
2026-05-02,桐生,第7R,4号艇,4539 / A1 金子 賢志 群馬/群馬 35歳/52.0kg,35.35,50.51,52.0,-
2026-05-02,桐生,第7R,2号艇,4128 / B1 川口 貴久 東京/東京 46歳/54.7kg,32.26,49.46,54.7,-
2026-05-02,桐生,第7R,6号艇,4486 / B1 野村 誠 群馬/群馬 39歳/52.0kg,35.35,53.54,52.0,-
2026-05-02,桐生,第8R,4号艇,4888 / B1 金児 隆太 群馬/長野 38歳/52.0kg,42.86,60.20,52.0,-
2026-05-02,桐生,第8R,5号艇,5100 / B1 栗原 一馬 群馬/群馬 29歳/54.8kg,36.73,62.24,54.8,-
2026-05-02,桐生,第8R,6号艇,3159 / A1 江口 晃生 群馬/群馬 61歳/52.5kg,43.75,60.42,52.5,-
2026-05-02,桐生,第8R,1号艇,5283 / B1 植木 美帆 東京/東京 22歳/47.0kg,36.00,51.00,47.0,-
2026-05-02,桐生,第9R,5号艇,4362 / A1 土屋 智則 群馬/群馬 41歳/51.5kg,39.60,58.42,51.5,-
2026-05-02,桐生,第9R,3号艇,4809 / A2 外崎 悟 埼玉/埼玉 37歳/52.0kg,32.67,44.55,52.0,-
2026-05-02,桐生,第9R,1号艇,3532 / A1 柴田 光 群馬/群馬 54歳/52.0kg,31.25,50.00,52.0,-
2026-05-02,桐生,第10R,5号艇,4851 / A1 関 浩哉 群馬/群馬 31歳/49.0kg,30.43,47.83,49.0,-
2026-05-02,桐生,第10R,1号艇,3740 / A1 大澤 普司 群馬/群馬 51歳/53.3kg,26.80,43.30,53.3,-
