日付,場,レース,枠番,選手情報,当地勝率,当地2連対率,モーター2連対率,着順
2026-05-05,蒲郡,第9R,2号艇,4074 / A1 柳沢 一 愛知/愛知 45歳/52.0kg,36.67,52.22,52.0,-
2026-05-05,蒲郡,第10R,2号艇,4960 / A1 黒野 元基 愛知/愛知 29歳/51.5kg,34.59,47.17,51.5,-
2026-05-05,蒲郡,第10R,1号艇,4442 / B1 松竹 大輔 愛知/愛知 39歳/52.0kg,38.30,54.61,52.0,-
2026-05-05,蒲郡,第10R,6号艇,3455 / B1 谷本 幸司 愛知/愛知 55歳/52.0kg,34.08,48.04,52.0,-
2026-05-05,蒲郡,第11R,2号艇,4483 / A1 北野 輝季 愛知/愛知 37歳/52.4kg,38.29,53.14,52.4,-
2026-05-05,蒲郡,第11R,4号艇,4786 / A1 佐藤 博亮 愛知/愛知 38歳/52.1kg,41.95,59.20,52.1,-
2026-05-05,蒲郡,第11R,1号艇,3550 / A2 都築 正治 愛知/愛知 54歳/52.0kg,34.20,50.26,52.0,-
2026-05-05,蒲郡,第11R,5号艇,4067 / A1 永井 源 愛知/福岡 46歳/52.8kg,28.48,45.03,52.8,-
2026-05-05,蒲郡,第12R,4号艇,3642 / B1 大塚 浩二 静岡/静岡 54歳/52.2kg,32.53,53.01,52.2,-
2026-05-05,蒲郡,第12R,2号艇,4293 / A2 鈴木 智啓 愛知/愛知 40歳/59.2kg,30.43,42.75,59.2,-
2026-05-05,蒲郡,第12R,3号艇,5441 / B2 鈴木 雄登 愛知/愛知 20歳/50.0kg,37.74,53.46,50.0,-
2026-05-05,蒲郡,第12R,5号艇,4910 / A1 中村 泰平 愛知/愛知 30歳/51.5kg,28.22,45.40,51.5,-
2026-05-05,常滑,第1R,4号艇,4327 / B1 加藤 翔 静岡/静岡 42歳/52.0kg,35.96,53.20,52.0,-
2026-05-05,常滑,第1R,3号艇,3730 / B1 塩崎 優司 愛知/愛知 53歳/52.5kg,34.50,51.00,52.5,-
2026-05-05,常滑,第1R,1号艇,5300 / B1 横田 海人 愛知/愛知 23歳/51.5kg,28.71,47.03,51.5,-
2026-05-05,常滑,第1R,2号艇,3621 / B1 天野 晶夫 愛知/愛知 52歳/52.5kg,28.42,46.99,52.5,-
2026-05-05,常滑,第1R,6号艇,5178 / B1 成貞 琳平 愛知/岡山 29歳/52.6kg,35.29,48.66,52.6,-
2026-05-05,常滑,第2R,6号艇,4467 / A2 渡邉 俊介 愛知/岐阜 39歳/51.0kg,35.15,51.49,51.0,-
2026-05-05,常滑,第2R,4号艇,5321 / B2 一色 颯輝 愛知/愛知 24歳/53.6kg,30.48,43.85,53.6,-
2026-05-05,常滑,第2R,3号艇,5197 / A2 中野 仁照 愛知/愛知 24歳/52.6kg,27.57,44.32,52.6,-
2026-05-05,常滑,第2R,2号艇,4197 / B1 渥美 卓郎 静岡/静岡 43歳/54.5kg,29.47,47.37,54.5,-
2026-05-05,常滑,第3R,2号艇,5252 / A2 荒木 颯斗 愛知/愛知 23歳/52.8kg,32.35,50.98,52.8,-
2026-05-05,常滑,第3R,3号艇,4215 / A2 吉島 祥之 愛知/愛知 41歳/52.9kg,35.71,50.00,52.9,-
2026-05-05,常滑,第3R,5号艇,3362 / B1 間嶋 仁志 三重/大阪 56歳/54.5kg,43.81,63.33,54.5,-
2026-05-05,常滑,第3R,1号艇,3519 / B1 冨田 秀幸 愛知/愛知 57歳/52.0kg,23.89,41.67,52.0,-
2026-05-05,常滑,第4R,4号艇,3848 / A2 川上 聡介 愛知/愛知 48歳/55.7kg,36.45,54.67,55.7,-
2026-05-05,常滑,第4R,3号艇,4337 / A1 平本 真之 愛知/愛知 41歳/53.9kg,40.10,59.42,53.9,-
2026-05-05,常滑,第4R,5号艇,4663 / B2 籾山 佳岳 愛知/愛知 43歳/52.0kg,42.57,59.41,52.0,-
2026-05-05,常滑,第5R,3号艇,5110 / B1 杉山 喜一 静岡/静岡 26歳/52.0kg,34.59,52.97,52.0,-
2026-05-05,常滑,第5R,5号艇,4461 / B1 安田 吉宏 三重/岐阜 40歳/56.3kg,37.21,57.21,56.3,-
2026-05-05,常滑,第5R,6号艇,4270 / B1 岸本 雄貴 三重/三重 44歳/55.8kg,26.52,46.41,55.8,-
2026-05-05,常滑,第6R,2号艇,5178 / B1 成貞 琳平 愛知/岡山 29歳/52.6kg,35.29,48.66,52.6,-
2026-05-05,常滑,第6R,5号艇,3690 / B1 河合 三弘 愛知/愛知 55歳/53.0kg,43.00,58.00,53.0,-
2026-05-05,常滑,第6R,1号艇,5349 / B2 宮崎 奏磨 静岡/静岡 22歳/53.2kg,39.20,55.78,53.2,-
2026-05-05,常滑,第6R,6号艇,4308 / A1 河村 了 愛知/愛知 42歳/52.0kg,36.41,53.85,52.0,-
2026-05-05,常滑,第7R,6号艇,3981 / B1 今坂 晃広 静岡/静岡 48歳/53.9kg,34.33,49.25,53.9,-
2026-05-05,常滑,第7R,1号艇,5197 / A2 中野 仁照 愛知/愛知 24歳/52.6kg,27.57,44.32,52.6,-
2026-05-05,常滑,第7R,2号艇,4215 / A2 吉島 祥之 愛知/愛知 41歳/52.9kg,35.71,50.00,52.9,-
2026-05-05,常滑,第7R,5号艇,3946 / A1 赤岩 善生 愛知/愛知 50歳/54.9kg,36.54,50.48,54.9,-
2026-05-05,常滑,第8R,2号艇,4197 / B1 渥美 卓郎 静岡/静岡 43歳/54.5kg,29.47,47.37,54.5,-
2026-05-05,常滑,第8R,1号艇,4570 / A1 前田 聖文 愛知/愛知 38歳/52.2kg,28.80,43.46,52.2,-
2026-05-05,常滑,第8R,3号艇,3554 / A1 仲口 博崇 愛知/愛知 53歳/52.0kg,38.97,56.92,52.0,-
2026-05-05,常滑,第8R,4号艇,5196 / A1 鰐部 太空海 愛知/愛知 24歳/53.4kg,29.94,46.71,53.4,-
2026-05-05,常滑,第9R,4号艇,4586 / A1 磯部 誠 愛知/愛知 35歳/53.6kg,33.51,47.94,53.6,-
2026-05-05,常滑,第9R,6号艇,4327 / B1 加藤 翔 静岡/静岡 42歳/52.2kg,35.96,53.20,52.2,-
2026-05-05,常滑,第9R,3号艇,5252 / A2 荒木 颯斗 愛知/愛知 23歳/52.5kg,32.35,50.98,52.5,-
2026-05-05,常滑,第9R,1号艇,5321 / B2 一色 颯輝 愛知/愛知 24歳/54.2kg,30.48,43.85,54.2,-
2026-05-05,常滑,第10R,2号艇,4663 / B2 籾山 佳岳 愛知/愛知 43歳/52.0kg,42.57,59.41,52.0,-
2026-05-05,常滑,第10R,5号艇,4903 / A1 吉田 凌太朗 愛知/愛知 32歳/51.5kg,37.24,47.96,51.5,-
2026-05-05,常滑,第10R,4号艇,3362 / B1 間嶋 仁志 三重/大阪 56歳/54.5kg,43.81,63.33,54.5,-
2026-05-05,常滑,第11R,3号艇,3946 / A1 赤岩 善生 愛知/愛知 50歳/54.9kg,36.54,50.48,54.9,-
2026-05-05,常滑,第11R,1号艇,4270 / B1 岸本 雄貴 三重/三重 44歳/55.8kg,26.52,46.41,55.8,-
2026-05-05,常滑,第11R,6号艇,4228 / A2 吉田 慎二郎 愛知/岐阜 43歳/54.1kg,30.41,45.03,54.1,-
2026-05-05,常滑,第11R,4号艇,3730 / B1 塩崎 優司 愛知/愛知 53歳/52.5kg,34.50,51.00,52.5,-
2026-05-05,常滑,第12R,4号艇,4199 / A2 北川 潤二 愛知/愛知 43歳/55.7kg,29.69,46.88,55.7,-
2026-05-05,常滑,第12R,1号艇,4308 / A1 河村 了 愛知/愛知 42歳/52.0kg,36.41,53.85,52.0,-
2026-05-05,常滑,第12R,6号艇,4337 / A1 平本 真之 愛知/愛知 41歳/53.9kg,40.10,59.42,53.9,-
2026-05-05,常滑,第12R,5号艇,4142 / A2 平野 和明 愛知/愛知 45歳/52.5kg,39.01,58.24,52.5,-
2026-05-05,常滑,第12R,3号艇,5125 / A2 高井 雄基 愛知/愛知 29歳/52.8kg,35.55,59.72,52.8,-
2026-05-05,津,第1R,2号艇,3630 / B2 黒田 誠司 静岡/静岡 56歳/53.1kg,51.35,64.86,53.1,-
2026-05-05,津,第1R,3号艇,4209 / B1 藤田 竜弘 静岡/静岡 43歳/57.5kg,36.54,50.00,57.5,-
2026-05-05,津,第1R,5号艇,4618 / B1 乃村 康友 三重/香川 43歳/53.1kg,46.94,67.35,53.1,-
2026-05-05,津,第1R,1号艇,3392 / B1 小森 信雄 三重/三重 60歳/51.5kg,35.71,50.00,51.5,-
2026-05-05,津,第1R,4号艇,5266 / B1 石田 勇斗 愛知/愛知 25歳/52.9kg,31.25,50.00,52.9,-
2026-05-05,津,第2R,1号艇,4625 / B1 渡邊 裕貴 静岡/静岡 40歳/52.8kg,36.36,52.73,52.8,-
2026-05-05,津,第2R,4号艇,3591 / B2 後藤 孝義 静岡/静岡 57歳/52.3kg,36.00,56.00,52.3,-
2026-05-05,津,第3R,2号艇,4962 / A2 畑 竜生 三重/三重 29歳/52.0kg,45.65,56.52,52.0,-
2026-05-05,津,第3R,5号艇,3852 / B1 澤 大介 三重/三重 53歳/52.0kg,31.11,40.00,52.0,-
2026-05-05,津,第3R,3号艇,4808 / A1 松尾 拓 三重/三重 37歳/52.0kg,37.31,53.73,52.0,-
2026-05-05,津,第3R,1号艇,5245 / B1 倉富 大誠 愛知/愛知 24歳/52.2kg,59.57,78.72,52.2,-
2026-05-05,津,第3R,4号艇,4181 / B1 花本 夏樹 三重/三重 42歳/52.6kg,27.27,43.64,52.6,-
2026-05-05,津,第4R,4号艇,4073 / A2 大橋 純一郎 静岡/静岡 45歳/52.4kg,34.55,47.27,52.4,-
2026-05-05,津,第4R,2号艇,3712 / B1 淺香 文武 三重/三重 51歳/53.9kg,49.06,67.92,53.9,-
2026-05-05,津,第5R,4号艇,4081 / B1 樋口 範政 愛知/愛知 47歳/54.4kg,30.19,41.51,54.4,-
2026-05-05,津,第5R,5号艇,5098 / B1 大江 純 愛知/愛知 30歳/52.8kg,40.00,60.00,52.8,-
2026-05-05,津,第5R,1号艇,5323 / B1 香川 陽太 滋賀/京都 23歳/58.7kg,42.31,61.54,58.7,-
2026-05-05,津,第5R,6号艇,3842 / B1 星野 太郎 三重/三重 49歳/52.7kg,30.77,35.90,52.7,-
2026-05-05,津,第6R,6号艇,3984 / A2 坂口 周 三重/三重 48歳/52.9kg,31.91,51.06,52.9,-
2026-05-05,津,第6R,4号艇,3968 / A2 茶谷 信次 滋賀/滋賀 49歳/52.0kg,27.78,42.59,52.0,-
2026-05-05,津,第6R,3号艇,5256 / A1 中山 翔太 三重/三重 22歳/52.0kg,41.30,54.35,52.0,-
2026-05-05,津,第6R,1号艇,3630 / B2 黒田 誠司 静岡/静岡 56歳/53.1kg,51.35,64.86,53.1,-
2026-05-05,津,第7R,1号艇,3591 / B2 後藤 孝義 静岡/静岡 57歳/52.3kg,36.00,56.00,52.3,-
2026-05-05,津,第7R,4号艇,4824 / A1 松井 洪弥 三重/三重 33歳/52.0kg,39.06,62.50,52.0,-
2026-05-05,津,第7R,5号艇,4181 / B1 花本 夏樹 三重/三重 42歳/52.6kg,27.27,43.64,52.6,-
2026-05-05,津,第7R,3号艇,3392 / B1 小森 信雄 三重/三重 60歳/51.5kg,35.71,50.00,51.5,-
2026-05-05,津,第8R,3号艇,4626 / B1 伊藤 紘章 愛知/愛知 40歳/51.5kg,42.59,62.96,51.5,-
2026-05-05,津,第8R,2号艇,4182 / B1 吉田 和仁 滋賀/京都 42歳/54.9kg,35.42,56.25,54.9,-
2026-05-05,津,第8R,5号艇,4344 / A1 新田 雄史 三重/三重 41歳/52.4kg,27.91,48.84,52.4,-
2026-05-05,津,第9R,2号艇,5098 / B1 大江 純 愛知/愛知 30歳/52.8kg,40.00,60.00,52.8,-
2026-05-05,津,第9R,1号艇,4227 / A2 安達 裕樹 三重/三重 43歳/52.0kg,32.65,57.14,52.0,-
2026-05-05,津,第9R,3号艇,5245 / B1 倉富 大誠 愛知/愛知 24歳/52.2kg,59.57,78.72,52.2,-
2026-05-05,津,第10R,1号艇,4856 / A1 豊田 健士郎 三重/三重 30歳/52.0kg,53.70,66.67,52.0,-
2026-05-05,津,第10R,2号艇,4261 / A1 岡 祐臣 三重/三重 42歳/55.0kg,35.09,54.39,55.0,-
2026-05-05,津,第10R,4号艇,4962 / A2 畑 竜生 三重/三重 29歳/52.0kg,45.65,56.52,52.0,-
2026-05-05,津,第10R,5号艇,4623 / B1 中北 将史 三重/三重 41歳/52.0kg,43.10,67.24,52.0,-
2026-05-05,津,第11R,5号艇,5275 / A2 松田 淳平 三重/三重 24歳/52.0kg,30.51,49.15,52.0,-
2026-05-05,津,第11R,2号艇,4808 / A1 松尾 拓 三重/三重 37歳/52.0kg,37.31,53.73,52.0,-
2026-05-05,津,第11R,1号艇,4073 / A2 大橋 純一郎 静岡/静岡 45歳/52.4kg,34.55,47.27,52.4,-
2026-05-05,津,第11R,4号艇,5130 / B1 上野 拓馬 三重/三重 28歳/52.2kg,38.98,59.32,52.2,-
2026-05-05,津,第12R,3号艇,3842 / B1 星野 太郎 三重/三重 49歳/52.7kg,30.77,35.90,52.7,-
2026-05-05,津,第12R,5号艇,4618 / B1 乃村 康友 三重/香川 43歳/53.1kg,46.94,67.35,53.1,-
2026-05-05,津,第12R,1号艇,3984 / A2 坂口 周 三重/三重 48歳/52.9kg,31.91,51.06,52.9,-
2026-05-05,津,第12R,4号艇,5010 / A2 宇留田 翔平 三重/三重 29歳/52.0kg,39.62,50.94,52.0,-
2026-05-05,琵琶湖,第1R,4号艇,3893 / B1 汐崎 正則 愛知/愛知 50歳/52.2kg,0.00,16.67,52.2,-
2026-05-05,琵琶湖,第1R,6号艇,4750 / B1 井上 尚悟 大阪/大阪 38歳/52.0kg,28.57,28.57,52.0,-
2026-05-05,琵琶湖,第1R,5号艇,4649 / A2 和田 操拓 滋賀/京都 41歳/52.0kg,40.00,40.00,52.0,-
2026-05-05,琵琶湖,第1R,2号艇,4382 / B1 高山 智至 滋賀/京都 41歳/52.9kg,0.00,0.00,52.9,-
2026-05-05,琵琶湖,第2R,1号艇,5033 / B1 藤原 孝斗 愛知/愛知 28歳/53.0kg,0.00,0.00,53.0,-
2026-05-05,琵琶湖,第2R,2号艇,4943 / B1 八木 治樹 愛知/愛知 35歳/53.0kg,0.00,0.00,53.0,-
2026-05-05,琵琶湖,第2R,4号艇,4388 / A2 是澤 孝宏 滋賀/京都 40歳/52.0kg,28.57,42.86,52.0,-
2026-05-05,琵琶湖,第3R,2号艇,4120 / A2 柘植 政浩 滋賀/滋賀 44歳/51.0kg,14.29,28.57,51.0,-
2026-05-05,琵琶湖,第3R,5号艇,5115 / B2 香川 颯太 滋賀/京都 26歳/52.1kg,46.67,60.00,52.1,-
2026-05-05,琵琶湖,第3R,6号艇,5379 / B2 廣部 大明 滋賀/滋賀 21歳/52.0kg,0.00,28.57,52.0,-
2026-05-05,琵琶湖,第3R,1号艇,4761 / A2 山田 晃大 滋賀/滋賀 36歳/52.3kg,12.50,37.50,52.3,-
2026-05-05,琵琶湖,第4R,6号艇,4462 / B1 夏山 亮平 大阪/大阪 39歳/56.1kg,0.00,33.33,56.1,-
2026-05-05,琵琶湖,第4R,1号艇,4405 / B1 南野 利騰 福井/石川 40歳/53.2kg,42.86,42.86,53.2,-
2026-05-05,琵琶湖,第4R,3号艇,4448 / A1 青木 玄太 滋賀/滋賀 39歳/52.3kg,38.46,61.54,52.3,-
2026-05-05,琵琶湖,第4R,5号艇,4686 / A1 丸野 一樹 滋賀/京都 34歳/52.6kg,44.44,44.44,52.6,-
2026-05-05,琵琶湖,第5R,3号艇,4003 / B1 表 憲一 福井/石川 48歳/53.2kg,62.50,100.00,53.2,-
2026-05-05,琵琶湖,第5R,4号艇,4750 / B1 井上 尚悟 大阪/大阪 38歳/52.0kg,28.57,28.57,52.0,-
2026-05-05,琵琶湖,第5R,5号艇,4648 / B1 木村 亮太 兵庫/大阪 41歳/52.2kg,12.50,37.50,52.2,-
2026-05-05,琵琶湖,第6R,3号艇,4382 / B1 高山 智至 滋賀/京都 41歳/52.9kg,0.00,0.00,52.9,-
2026-05-05,琵琶湖,第6R,2号艇,3948 / B1 大町 利克 大阪/長崎 50歳/53.4kg,37.50,62.50,53.4,-
2026-05-05,琵琶湖,第6R,6号艇,4137 / A1 君島 秀三 滋賀/滋賀 45歳/52.0kg,50.00,66.67,52.0,-
2026-05-05,琵琶湖,第6R,4号艇,5280 / A2 廣瀬 凜 滋賀/京都 23歳/52.0kg,62.50,62.50,52.0,-
2026-05-05,琵琶湖,第6R,1号艇,5400 / B2 高村 諒 滋賀/京都 23歳/52.7kg,13.33,40.00,52.7,-
