日付,場,レース,枠番,選手情報,当地勝率,当地2連対率,モーター2連対率,着順
2026-05-03,蒲郡,第7R,1号艇,5262 / B1 鈴木 章司 愛知/愛知 28歳/53.1kg,38.86,58.55,53.1,-
2026-05-03,蒲郡,第8R,4号艇,5345 / B1 牧村 俊輝 愛知/岐阜 22歳/52.1kg,31.94,45.83,52.1,-
2026-05-03,蒲郡,第8R,3号艇,3642 / B1 大塚 浩二 静岡/静岡 54歳/52.0kg,32.53,53.01,52.0,-
2026-05-03,蒲郡,第8R,2号艇,4960 / A1 黒野 元基 愛知/愛知 29歳/52.0kg,34.59,47.17,52.0,-
2026-05-03,蒲郡,第8R,1号艇,4527 / B1 高野 心吾 愛知/愛知 37歳/51.5kg,38.79,59.39,51.5,-
2026-05-03,蒲郡,第9R,4号艇,5319 / B1 近藤 颯斗 愛知/愛知 24歳/52.0kg,36.78,55.17,52.0,-
2026-05-03,蒲郡,第9R,1号艇,5211 / B1 高井 駿弥 愛知/愛知 27歳/50.5kg,35.63,59.77,50.5,-
2026-05-03,蒲郡,第9R,6号艇,4035 / B1 杉江 浩明 愛知/愛知 47歳/51.5kg,34.83,58.43,51.5,-
2026-05-03,蒲郡,第9R,5号艇,4067 / A1 永井 源 愛知/福岡 46歳/52.4kg,28.48,45.03,52.4,-
2026-05-03,蒲郡,第10R,3号艇,4786 / A1 佐藤 博亮 愛知/愛知 38歳/52.6kg,41.95,59.20,52.6,-
2026-05-03,蒲郡,第10R,1号艇,3988 / A2 古川 誠之 愛知/愛知 47歳/52.7kg,34.48,52.87,52.7,-
2026-05-03,蒲郡,第10R,5号艇,4681 / B1 太田 潮 愛知/愛知 35歳/51.5kg,39.20,56.25,51.5,-
2026-05-03,蒲郡,第10R,2号艇,3455 / B1 谷本 幸司 愛知/愛知 55歳/51.5kg,34.08,48.04,51.5,-
2026-05-03,蒲郡,第11R,2号艇,4483 / A1 北野 輝季 愛知/愛知 37歳/52.5kg,38.29,53.14,52.5,-
2026-05-03,蒲郡,第11R,4号艇,3967 / B1 鈴木 茂高 愛知/愛知 46歳/56.5kg,40.88,61.33,56.5,-
2026-05-03,蒲郡,第11R,6号艇,4293 / A2 鈴木 智啓 愛知/愛知 40歳/58.5kg,30.43,42.75,58.5,-
2026-05-03,蒲郡,第12R,2号艇,4084 / A1 杉山 正樹 愛知/愛知 46歳/52.0kg,39.77,60.23,52.0,-
2026-05-03,蒲郡,第12R,1号艇,4914 / A1 吉田 裕平 愛知/愛知 29歳/52.0kg,37.28,58.58,52.0,-
2026-05-03,蒲郡,第12R,4号艇,4850 / A1 野中 一平 愛知/岐阜 31歳/52.0kg,35.96,61.24,52.0,-
2026-05-03,常滑,第5R,6号艇,4228 / A2 吉田 慎二郎 愛知/岐阜 43歳/55.4kg,30.41,45.03,55.4,-
2026-05-03,常滑,第6R,4号艇,4327 / B1 加藤 翔 静岡/静岡 42歳/52.3kg,35.96,53.20,52.3,-
2026-05-03,常滑,第6R,3号艇,4467 / A2 渡邉 俊介 愛知/岐阜 39歳/51.0kg,35.15,51.49,51.0,-
2026-05-03,常滑,第7R,1号艇,4457 / B1 神田 達也 愛知/愛知 40歳/52.4kg,36.32,48.76,52.4,-
2026-05-03,常滑,第7R,2号艇,3554 / A1 仲口 博崇 愛知/愛知 53歳/52.0kg,38.97,56.92,52.0,-
2026-05-03,常滑,第8R,6号艇,4215 / A2 吉島 祥之 愛知/愛知 41歳/53.8kg,35.71,50.00,53.8,-
2026-05-03,常滑,第8R,5号艇,5178 / B1 成貞 琳平 愛知/岡山 29歳/52.8kg,35.29,48.66,52.8,-
2026-05-03,常滑,第9R,3号艇,3362 / B1 間嶋 仁志 三重/大阪 56歳/54.5kg,43.81,63.33,54.5,-
2026-05-03,常滑,第9R,1号艇,3848 / A2 川上 聡介 愛知/愛知 48歳/55.4kg,36.45,54.67,55.4,-
2026-05-03,常滑,第10R,5号艇,5300 / B1 横田 海人 愛知/愛知 23歳/52.0kg,28.71,47.03,52.0,-
2026-05-03,常滑,第10R,6号艇,4308 / A1 河村 了 愛知/愛知 42歳/52.0kg,36.41,53.85,52.0,-
2026-05-03,常滑,第10R,3号艇,4630 / A2 岩永 雅人 愛知/愛知 39歳/52.0kg,40.84,58.64,52.0,-
2026-05-03,常滑,第11R,6号艇,4197 / B1 渥美 卓郎 静岡/静岡 43歳/54.5kg,29.47,47.37,54.5,-
2026-05-03,常滑,第11R,1号艇,4118 / A1 宇佐見 淳 愛知/愛知 45歳/52.0kg,37.04,53.70,52.0,-
2026-05-03,常滑,第12R,5号艇,3554 / A1 仲口 博崇 愛知/愛知 53歳/52.0kg,38.97,56.92,52.0,-
2026-05-03,常滑,第12R,4号艇,3946 / A1 赤岩 善生 愛知/愛知 50歳/56.5kg,36.54,50.48,56.5,-
2026-05-03,常滑,第12R,1号艇,4586 / A1 磯部 誠 愛知/愛知 35歳/53.7kg,33.51,47.94,53.7,-
2026-05-03,常滑,第12R,6号艇,4903 / A1 吉田 凌太朗 愛知/愛知 32歳/52.0kg,37.24,47.96,52.0,-
2026-05-03,常滑,第12R,2号艇,5196 / A1 鰐部 太空海 愛知/愛知 24歳/53.4kg,29.94,46.71,53.4,-
2026-05-03,津,第1R,2号艇,3392 / B1 小森 信雄 三重/三重 60歳/51.5kg,35.71,50.00,51.5,-
2026-05-03,津,第1R,4号艇,4623 / B1 中北 将史 三重/三重 41歳/52.1kg,43.10,67.24,52.1,-
2026-05-03,津,第1R,1号艇,5245 / B1 倉富 大誠 愛知/愛知 24歳/52.1kg,59.57,78.72,52.1,-
2026-05-03,津,第2R,3号艇,4796 / A2 春園 功太 三重/三重 34歳/52.5kg,31.58,40.35,52.5,-
2026-05-03,津,第2R,4号艇,3712 / B1 淺香 文武 三重/三重 51歳/54.2kg,49.06,67.92,54.2,-
2026-05-03,津,第2R,2号艇,3968 / A2 茶谷 信次 滋賀/滋賀 49歳/52.0kg,27.78,42.59,52.0,-
2026-05-03,津,第2R,1号艇,5430 / B2 鳥本 智史 三重/三重 22歳/51.5kg,47.27,65.45,51.5,-
2026-05-03,津,第3R,3号艇,4466 / A2 南 佑典 三重/三重 39歳/51.0kg,40.91,65.15,51.0,-
2026-05-03,津,第3R,1号艇,3687 / B1 花田 和明 愛知/愛知 56歳/52.6kg,27.87,42.62,52.6,-
2026-05-03,津,第3R,4号艇,5275 / A2 松田 淳平 三重/三重 24歳/52.0kg,30.51,49.15,52.0,-
2026-05-03,津,第4R,5号艇,4181 / B1 花本 夏樹 三重/三重 42歳/53.0kg,27.27,43.64,53.0,-
2026-05-03,津,第4R,3号艇,4261 / A1 岡 祐臣 三重/三重 42歳/54.7kg,35.09,54.39,54.7,-
2026-05-03,津,第4R,4号艇,5130 / B1 上野 拓馬 三重/三重 28歳/52.0kg,38.98,59.32,52.0,-
2026-05-03,津,第4R,6号艇,4227 / A2 安達 裕樹 三重/三重 43歳/52.0kg,32.65,57.14,52.0,-
2026-05-03,津,第4R,2号艇,4824 / A1 松井 洪弥 三重/三重 33歳/52.0kg,39.06,62.50,52.0,-
2026-05-03,津,第5R,5号艇,5075 / A2 中島 秀治 滋賀/京都 30歳/52.4kg,32.08,50.94,52.4,-
2026-05-03,津,第5R,3号艇,3268 / B1 森 竜也 三重/三重 60歳/52.8kg,33.33,43.48,52.8,-
2026-05-03,津,第5R,1号艇,4182 / B1 吉田 和仁 滋賀/京都 42歳/54.8kg,35.42,56.25,54.8,-
2026-05-03,津,第6R,2号艇,5354 / B2 渡邊 雄斗 三重/宮崎 21歳/50.5kg,45.16,64.52,50.5,-
2026-05-03,津,第6R,6号艇,3984 / A2 坂口 周 三重/三重 48歳/52.4kg,31.91,51.06,52.4,-
2026-05-03,津,第6R,4号艇,3831 / B1 安藤 裕貴 愛知/愛知 51歳/52.4kg,29.79,46.81,52.4,-
2026-05-03,津,第6R,1号艇,4754 / A1 松尾 充 三重/三重 37歳/52.0kg,35.00,41.67,52.0,-
2026-05-03,津,第6R,5号艇,4856 / A1 豊田 健士郎 三重/三重 30歳/52.0kg,53.70,66.67,52.0,-
2026-05-03,津,第7R,6号艇,4625 / B1 渡邊 裕貴 静岡/静岡 40歳/53.0kg,36.36,52.73,53.0,-
2026-05-03,津,第7R,1号艇,5010 / A2 宇留田 翔平 三重/三重 29歳/52.0kg,39.62,50.94,52.0,-
2026-05-03,津,第7R,4号艇,4344 / A1 新田 雄史 三重/三重 41歳/52.4kg,27.91,48.84,52.4,-
2026-05-03,津,第7R,3号艇,4796 / A2 春園 功太 三重/三重 34歳/52.5kg,31.58,40.35,52.5,-
2026-05-03,津,第8R,4号艇,5266 / B1 石田 勇斗 愛知/愛知 25歳/52.7kg,31.25,50.00,52.7,-
2026-05-03,津,第8R,1号艇,3842 / B1 星野 太郎 三重/三重 49歳/52.5kg,30.77,35.90,52.5,-
2026-05-03,津,第8R,5号艇,4824 / A1 松井 洪弥 三重/三重 33歳/52.0kg,39.06,62.50,52.0,-
2026-05-03,津,第9R,3号艇,5130 / B1 上野 拓馬 三重/三重 28歳/52.0kg,38.98,59.32,52.0,-
2026-05-03,津,第9R,6号艇,5275 / A2 松田 淳平 三重/三重 24歳/52.0kg,30.51,49.15,52.0,-
2026-05-03,津,第9R,2号艇,4618 / B1 乃村 康友 三重/香川 43歳/53.3kg,46.94,67.35,53.3,-
2026-05-03,津,第9R,1号艇,5383 / B2 中村 楓 三重/三重 21歳/52.5kg,36.36,49.09,52.5,-
2026-05-03,津,第9R,5号艇,4579 / A1 中嶋 健一郎 三重/三重 36歳/52.0kg,29.09,45.45,52.0,-
2026-05-03,津,第10R,2号艇,5098 / B1 大江 純 愛知/愛知 30歳/52.4kg,40.00,60.00,52.4,-
2026-05-03,津,第10R,1号艇,4856 / A1 豊田 健士郎 三重/三重 30歳/52.0kg,53.70,66.67,52.0,-
2026-05-03,津,第10R,3号艇,4081 / B1 樋口 範政 愛知/愛知 47歳/53.8kg,30.19,41.51,53.8,-
2026-05-03,津,第10R,5号艇,4182 / B1 吉田 和仁 滋賀/京都 42歳/54.8kg,35.42,56.25,54.8,-
2026-05-03,津,第11R,5号艇,5256 / A1 中山 翔太 三重/三重 22歳/51.5kg,41.30,54.35,51.5,-
2026-05-03,津,第11R,1号艇,4227 / A2 安達 裕樹 三重/三重 43歳/52.0kg,32.65,57.14,52.0,-
2026-05-03,津,第11R,2号艇,5075 / A2 中島 秀治 滋賀/京都 30歳/52.4kg,32.08,50.94,52.4,-
2026-05-03,津,第11R,3号艇,4623 / B1 中北 将史 三重/三重 41歳/52.1kg,43.10,67.24,52.1,-
2026-05-03,津,第12R,4号艇,4344 / A1 新田 雄史 三重/三重 41歳/52.4kg,27.91,48.84,52.4,-
2026-05-03,津,第12R,3号艇,4962 / A2 畑 竜生 三重/三重 29歳/52.0kg,45.65,56.52,52.0,-
2026-05-03,津,第12R,5号艇,4073 / A2 大橋 純一郎 静岡/静岡 45歳/52.1kg,34.55,47.27,52.1,-
2026-05-03,津,第12R,2号艇,3984 / A2 坂口 周 三重/三重 48歳/52.4kg,31.91,51.06,52.4,-
2026-05-03,三国,第1R,6号艇,3891 / B1 谷口 健一 福井/福井 50歳/54.7kg,19.35,41.94,54.7,-
2026-05-03,三国,第1R,5号艇,3620 / B1 信濃 由行 福井/石川 52歳/54.3kg,44.12,55.88,54.3,-
2026-05-03,三国,第1R,2号艇,5355 / B1 萩原 丈太朗 福井/福井 21歳/54.9kg,40.74,51.85,54.9,-
2026-05-03,三国,第1R,3号艇,4139 / B1 丹下 健 愛知/愛知 45歳/54.0kg,25.93,48.15,54.0,-
2026-05-03,三国,第2R,3号艇,3833 / A1 中辻 博訓 福井/福井 51歳/52.8kg,43.75,65.63,52.8,-
2026-05-03,三国,第2R,1号艇,4664 / B1 東口 晃 福井/石川 42歳/52.0kg,37.14,42.86,52.0,-
2026-05-03,三国,第2R,6号艇,4176 / B1 樋口 喜彦 兵庫/大阪 43歳/54.8kg,27.78,44.44,54.8,-
2026-05-03,三国,第2R,5号艇,4711 / B1 前出 達吉 福井/石川 36歳/51.0kg,44.44,59.26,51.0,-
2026-05-03,三国,第3R,2号艇,5251 / B2 沼田 七華 福井/石川 23歳/52.5kg,38.24,55.88,52.5,-
2026-05-03,三国,第3R,4号艇,4469 / A2 土山 卓也 福井/福井 39歳/54.3kg,53.57,67.86,54.3,-
2026-05-03,三国,第3R,5号艇,4735 / B1 角山 雄哉 兵庫/兵庫 35歳/55.0kg,29.17,45.83,55.0,-
2026-05-03,三国,第3R,3号艇,4520 / B1 高倉 孝太 福井/石川 39歳/50.5kg,24.24,51.52,50.5,-
2026-05-03,三国,第4R,3号艇,5114 / A2 小林 孝彰 福井/石川 26歳/52.4kg,28.13,40.63,52.4,-
2026-05-03,三国,第4R,1号艇,5185 / B1 加藤 優弥 福井/福井 26歳/53.1kg,25.71,45.71,53.1,-
2026-05-03,三国,第4R,2号艇,4470 / A1 平田 健之佑 三重/三重 39歳/52.5kg,26.92,46.15,52.5,-
2026-05-03,三国,第5R,4号艇,4666 / B2 日笠 勝弘 大阪/大阪 42歳/52.0kg,25.00,47.22,52.0,-
2026-05-03,三国,第5R,6号艇,5366 / B2 塩嶋 泰空 福井/石川 24歳/53.4kg,40.00,53.33,53.4,-
2026-05-03,三国,第5R,1号艇,3654 / A1 武田 光史 福井/福井 52歳/52.6kg,31.43,45.71,52.6,-
2026-05-03,三国,第6R,3号艇,4664 / B1 東口 晃 福井/石川 42歳/52.0kg,37.14,42.86,52.0,-
2026-05-03,三国,第6R,6号艇,4298 / A1 宮下 元胤 愛知/愛知 43歳/52.8kg,29.03,41.94,52.8,-
2026-05-03,三国,第6R,4号艇,5187 / B1 小坂 風太 福井/石川 25歳/56.4kg,39.29,53.57,56.4,-
2026-05-03,三国,第6R,2号艇,3439 / A2 大平 誉史明 大阪/大阪 56歳/51.5kg,21.88,34.38,51.5,-
2026-05-03,三国,第7R,5号艇,4711 / B1 前出 達吉 福井/石川 36歳/51.0kg,44.44,59.26,51.0,-
2026-05-03,三国,第7R,6号艇,3548 / A2 室田 泰史 福井/福井 56歳/52.3kg,41.67,62.50,52.3,-
2026-05-03,三国,第7R,1号艇,4735 / B1 角山 雄哉 兵庫/兵庫 35歳/55.0kg,29.17,45.83,55.0,-
2026-05-03,三国,第8R,6号艇,5091 / B1 為本 智也 福井/石川 25歳/52.3kg,22.86,40.00,52.3,-
2026-05-03,三国,第8R,3号艇,3370 / B1 坪内 実 大阪/大阪 59歳/52.9kg,36.11,44.44,52.9,-
2026-05-03,三国,第8R,4号艇,4587 / A2 木田 峰由季 福井/石川 35歳/53.4kg,28.00,48.00,53.4,-
2026-05-03,三国,第8R,2号艇,5114 / A2 小林 孝彰 福井/石川 26歳/52.4kg,28.13,40.63,52.4,-
2026-05-03,三国,第9R,4号艇,4061 / A1 萩原 秀人 福井/福井 46歳/52.0kg,50.00,66.67,52.0,-
2026-05-03,三国,第9R,1号艇,5251 / B2 沼田 七華 福井/石川 23歳/52.4kg,38.24,55.88,52.4,-
2026-05-03,三国,第9R,6号艇,3692 / A2 竹腰 正樹 福井/石川 55歳/52.0kg,23.53,47.06,52.0,-
2026-05-03,三国,第9R,3号艇,4365 / B1 盛本 真輔 兵庫/兵庫 40歳/52.0kg,25.93,51.85,52.0,-
2026-05-03,三国,第10R,4号艇,4298 / A1 宮下 元胤 愛知/愛知 43歳/52.8kg,29.03,41.94,52.8,-
2026-05-03,三国,第10R,6号艇,4391 / A1 松田 祐季 福井/福井 40歳/52.0kg,46.43,75.00,52.0,-
2026-05-03,三国,第10R,2号艇,4930 / A2 佐藤 悠 福井/石川 30歳/52.7kg,33.33,46.67,52.7,-
2026-05-03,三国,第10R,3号艇,5038 / A2 金田 智博 福井/石川 28歳/52.0kg,32.35,50.00,52.0,-
2026-05-03,三国,第11R,3号艇,3548 / A2 室田 泰史 福井/福井 56歳/52.3kg,41.67,62.50,52.3,-
2026-05-03,三国,第11R,6号艇,4013 / A1 中島 孝平 福井/福井 46歳/52.0kg,33.33,45.45,52.0,-
2026-05-03,三国,第11R,4号艇,4692 / B1 酒井 俊弘 福井/福井 42歳/52.0kg,33.33,41.67,52.0,-
2026-05-03,三国,第11R,1号艇,3620 / B1 信濃 由行 福井/石川 52歳/54.3kg,44.12,55.88,54.3,-
2026-05-03,三国,第11R,2号艇,4469 / A2 土山 卓也 福井/福井 39歳/54.3kg,53.57,67.86,54.3,-
2026-05-03,三国,第12R,2号艇,4210 / A2 松村 康太 福井/福井 43歳/52.0kg,29.41,50.00,52.0,-
2026-05-03,三国,第12R,1号艇,4520 / B1 高倉 孝太 福井/石川 39歳/50.5kg,39.39,48.48,50.5,-
2026-05-03,三国,第12R,4号艇,5185 / B1 加藤 優弥 福井/福井 26歳/53.1kg,25.71,45.71,53.1,-
2026-05-03,児島,第1R,3号艇,3357 / B1 福島 陽子 岡山/岡山 57歳/48.0kg,36.04,49.55,48.0,-
2026-05-03,児島,第1R,1号艇,5206 / B1 梅原 祥平 岡山/鳥取 28歳/52.0kg,37.04,60.19,52.0,-
2026-05-03,児島,第1R,2号艇,5374 / B1 木山 大聖 岡山/岡山 23歳/50.5kg,33.33,47.62,50.5,-
2026-05-03,児島,第1R,6号艇,4054 / B1 福嶋 智之 岡山/岡山 48歳/53.0kg,37.74,50.94,53.0,-
2026-05-03,児島,第2R,3号艇,4635 / B1 峰重 力也 岡山/岡山 36歳/52.1kg,41.12,66.36,52.1,-
2026-05-03,児島,第2R,4号艇,3746 / A2 岡瀬 正人 岡山/岡山 51歳/52.0kg,30.19,46.23,52.0,-
2026-05-03,児島,第2R,6号艇,3663 / A2 木山 和幸 広島/広島 56歳/51.0kg,33.01,49.51,51.0,-
2026-05-03,児島,第3R,3号艇,5111 / B2 三村 岳人 岡山/岡山 26歳/51.0kg,36.70,54.13,51.0,-
2026-05-03,児島,第3R,5号艇,4277 / B1 金田 大輔 岡山/岡山 42歳/51.0kg,30.10,47.57,51.0,-
2026-05-03,児島,第3R,2号艇,3933 / B1 山地 正樹 岡山/岡山 49歳/52.0kg,32.11,49.54,52.0,-
2026-05-03,児島,第3R,1号艇,5189 / A2 藤原 早菜 岡山/岡山 25歳/46.5kg,43.69,56.31,46.5,-
2026-05-03,児島,第4R,5号艇,5134 / B1 大原 祥昌 広島/広島 26歳/53.0kg,34.62,46.15,53.0,-
2026-05-03,児島,第4R,1号艇,5170 / B1 佐藤 太亮 岡山/岡山 25歳/52.0kg,35.85,49.06,52.0,-
2026-05-03,児島,第4R,2号艇,3908 / A1 重成 一人 香川/香川 47歳/56.3kg,32.71,49.53,56.3,-
2026-05-03,児島,第5R,4号艇,4672 / B1 守屋 大地 岡山/岡山 40歳/51.0kg,37.74,53.77,51.0,-
2026-05-03,児島,第5R,6号艇,4537 / A1 渡邉 和将 岡山/岡山 36歳/51.5kg,43.27,60.58,51.5,-
2026-05-03,児島,第5R,5号艇,3822 / A1 平尾 崇典 岡山/岡山 53歳/49.5kg,33.03,59.63,49.5,-
2026-05-03,児島,第6R,4号艇,4584 / A1 村岡 賢人 岡山/鳥取 36歳/52.4kg,33.33,53.15,52.4,-
2026-05-03,児島,第6R,6号艇,3982 / B1 福田 理 岡山/岡山 48歳/54.5kg,39.62,54.72,54.5,-
2026-05-03,児島,第6R,2号艇,3874 / A1 山本 寛久 岡山/岡山 49歳/52.1kg,31.68,46.53,52.1,-
2026-05-03,児島,第6R,1号艇,5374 / B1 木山 大聖 岡山/岡山 23歳/50.5kg,33.33,47.62,50.5,-
2026-05-03,児島,第7R,6号艇,4370 / A1 山口 達也 岡山/岡山 39歳/53.8kg,33.33,46.30,53.8,-
